depth,vsh,phit,sw,perm
2034.8,0.7082,0.1006,0.4329,48.8026
2035.0,0.5533,0.1403,0.4672,90.1725
2035.2,0.4598,0.1531,0.4116,145.4559
2035.4,0.7303,0.1622,0.7838,183.3093
2035.6,0.7437,0.1262,0.6841,62.6573
2035.8,0.4446,0.182,0.4598,994.4053
2036.0,0.4474,0.1586,0.4212,430.6601
2036.2,0.3627,0.1346,0.7681,68.556
2036.4,0.4073,0.1797,0.5966,198.5481
2036.6,0.2271,0.1769,0.7551,376.0131
2036.8,0.2264,0.1834,0.5319,2225.1436
2037.0,0.1916,0.1736,0.6215,188.5728
2037.2,0.6127,0.1406,0.603,137.6127
2037.4,0.2158,0.2128,0.4355,1203.5056
2037.6,0.7425,0.1406,0.5364,142.9399
2037.8,0.3404,0.2068,0.3539,698.1686
2038.0,0.7106,0.1608,0.6241,596.5405
2038.2,0.3952,0.1269,0.6777,144.2995
2038.4,0.2151,0.1677,0.6957,584.2499
2038.6,0.6426,0.099,0.6746,73.2862
2038.8,0.6603,0.1455,0.5368,326.5612
2039.0,0.3141,0.1647,0.7812,894.2518
2039.2,0.4003,0.1574,0.6851,613.6355
2039.4,0.3141,0.1742,0.7528,1940.327
2039.6,0.4319,0.1706,0.7637,818.1944
2039.8,0.4662,0.1288,0.5439,69.8665
2040.0,0.3973,0.1424,0.6155,290.2385
2040.2,0.1772,0.1966,0.6518,1182.5247
2040.4,0.3629,0.1961,0.3634,2685.3718
2040.6,0.5555,0.1462,0.3867,92.0028
2040.8,0.4187,0.1489,0.3598,284.5912
2041.0,0.4009,0.1241,0.5484,60.9689
2041.2,0.3104,0.1981,0.485,1073.3916
2041.4,0.3585,0.158,0.3357,214.3387
2041.6,0.6613,0.1098,0.5927,91.3881
2041.8,0.279,0.1489,0.5404,72.9847
2042.0,0.5581,0.1175,0.7446,140.772
2042.2,0.4571,0.1404,0.86,176.6632
2042.4,0.4867,0.151,0.6223,227.7022
2042.6,0.3401,0.1509,0.4494,787.369
2042.8,0.3972,0.1713,0.6427,275.8082
2043.0,0.4491,0.1558,0.5533,296.5455
2043.2,0.3719,0.2153,0.4921,1300.9776
2043.4,0.4997,0.1199,0.437,99.7234
2043.6,0.5186,0.1548,0.4827,1056.3522
2043.8,0.7759,0.1211,0.5391,93.7278
2044.0,0.4917,0.1345,0.6811,87.8182
2044.2,0.1632,0.2004,0.6107,2922.0004
2044.4,0.6245,0.153,0.8269,175.0905
2044.6,0.4194,0.1666,0.6488,104.0505
2044.8,0.7518,0.1485,0.6185,114.6
2045.0,0.6706,0.0879,0.5331,15.1735
2045.2,0.3742,0.1538,0.3971,63.8449
2045.4,0.5583,0.1758,0.4584,316.7998
2045.6,0.3609,0.1906,0.433,583.6403
2045.8,0.4504,0.1714,0.1616,813.6579
2046.0,0.5514,0.1719,0.3942,564.1287
2046.2,0.617,0.1002,0.8145,75.4966
2046.4,0.5843,0.1588,0.606,137.2406
2046.6,0.4612,0.1804,0.4856,851.7483
2046.8,0.8225,0.0983,0.6347,124.8591
2047.0,0.3952,0.2204,0.2331,1833.6525
2047.2,0.2089,0.1963,0.578,961.5013
2047.4,0.2378,0.1448,0.748,72.0544
2047.6,0.6711,0.139,0.5405,305.3597
2047.8,0.4385,0.1477,0.2894,641.0553
2048.0,0.4739,0.1808,0.4798,583.3007
2048.2,0.3686,0.1823,0.7332,323.0748
2048.4,0.3821,0.1576,0.59,220.1214
2048.6,0.3319,0.2062,0.319,705.7912
2048.8,0.5207,0.1701,0.9014,270.7622
2049.0,0.4354,0.146,0.3678,279.2747
2049.2,0.5153,0.1489,0.5182,235.0667
2049.4,0.5009,0.1642,0.3929,591.2763
2049.6,0.3861,0.1617,0.3941,356.6452
2049.8,0.2312,0.1828,0.4733,271.8392
2050.0,0.2181,0.1919,0.6329,449.8714
2050.2,0.904,0.0794,0.7761,19.2054
2050.4,0.6717,0.0867,0.5216,30.4917
2050.6,0.651,0.1388,0.4072,506.4996
2050.8,0.3488,0.1342,0.6324,497.3023
2051.0,0.4514,0.1406,0.6342,273.8997
2051.2,0.3277,0.1413,0.5938,170.3647
2051.4,0.2532,0.1536,0.5942,86.0654
2051.6,0.3617,0.1808,0.525,543.7764
2051.8,0.6489,0.1299,0.577,66.3349
2052.0,0.5761,0.1388,0.5315,451.4185
2052.2,0.3045,0.1535,0.7134,72.4495
2052.4,0.4028,0.1537,0.887,288.3645
2052.6,0.5624,0.1533,0.5799,119.4774
2052.8,0.3644,0.1709,0.5449,352.7827
2053.0,0.4619,0.1755,0.5824,639.076
2053.2,0.5103,0.1719,0.4468,741.1971
2053.4,0.5086,0.1478,0.6699,180.1254
2053.6,0.4881,0.1185,0.633,141.4621
2053.8,0.3519,0.1584,0.4878,159.2878
2054.0,0.3674,0.1696,0.6817,405.8146
2054.2,0.28,0.1675,0.5501,646.9348
2054.4,0.2158,0.1704,0.4006,441.259
2054.6,0.4328,0.1643,0.6013,205.306
2054.8,0.5724,0.193,0.5726,540.5262
2055.0,0.243,0.1782,0.687,876.3685
2055.2,0.4909,0.1551,0.6769,108.172
2055.4,0.5677,0.1188,0.5503,43.9125
2055.6,0.1745,0.2218,0.4547,2200.3959
2055.8,0.4094,0.1835,0.5411,371.2661
2056.0,0.6969,0.1441,0.6111,62.1612
2056.2,0.5328,0.1769,0.6161,1065.7502
2056.4,0.1694,0.1891,0.5838,274.9024
2056.6,0.5488,0.1415,0.544,137.5211
2056.8,0.3378,0.2096,0.6799,675.1137
2057.0,0.5537,0.1596,0.4493,211.59
2057.2,0.3465,0.1299,0.9342,62.1104
2057.4,0.442,0.1707,0.6604,579.7507
2057.6,0.3694,0.1596,0.3813,280.9051
2057.8,0.4505,0.1785,0.5706,865.1811
2058.0,0.3649,0.18,0.6581,300.0551
2058.2,0.4165,0.1302,0.5097,504.0678
2058.4,0.2737,0.1893,0.3143,158.361
2058.6,0.5236,0.1551,0.3963,76.8475
2058.8,0.4763,0.1644,0.6298,997.0311
2059.0,0.2075,0.2041,0.2694,1234.8877
2059.2,0.5989,0.1709,0.3285,449.501
2059.4,0.4236,0.1724,0.6258,498.6571
2059.6,0.4743,0.1579,0.5177,367.8096
2059.8,0.5647,0.1684,0.4425,408.3031
2060.0,0.4992,0.199,0.4604,396.0008
2060.2,0.6248,0.1558,0.3313,412.4981
2060.4,0.406,0.1705,0.6187,555.3668
2060.6,0.6052,0.1488,0.4338,517.3164
2060.8,0.4684,0.1633,0.4686,974.3521
2061.0,0.5261,0.1509,0.6059,257.1423
2061.2,0.5105,0.1959,0.4974,303.8603
2061.4,0.6361,0.1211,0.4601,305.0609
2061.6,0.5582,0.1694,0.2481,168.8592
2061.8,0.3836,0.1669,0.6026,401.4463
2062.0,0.3538,0.1437,0.5686,140.3603
2062.2,0.4425,0.1578,0.4735,183.9237
2062.4,0.336,0.1647,0.3927,508.0003
2062.6,0.2922,0.193,0.539,774.7424
2062.8,0.1308,0.2046,0.6045,1284.428
2063.0,0.2176,0.1708,0.5606,201.9819
2063.2,0.7478,0.1507,0.7997,180.4209
2063.4,0.3515,0.1954,0.6418,411.1082
2063.6,0.7355,0.1546,0.5363,197.6377
2063.8,0.5105,0.1574,0.662,225.244
2064.0,0.4425,0.1609,0.5572,963.2473
2064.2,0.2249,0.2044,0.5393,749.5174
2064.4,0.4507,0.149,0.7491,44.6496
2064.6,0.7338,0.1257,0.4292,267.5216
2064.8,0.6836,0.1262,0.5672,141.1629
2065.0,0.4911,0.1259,0.7423,93.7755
2065.2,0.2777,0.1859,0.5862,397.6933
2065.4,0.3064,0.1707,0.4906,183.9555
2065.6,0.3221,0.1726,0.2893,1422.2559
2065.8,0.6417,0.1426,0.2167,168.4117
2066.0,0.6948,0.1537,0.8642,66.6171
2066.2,0.4794,0.1397,0.6046,188.4834
2066.4,0.4045,0.1599,0.4627,602.9613
2066.6,0.6823,0.1146,0.6208,83.6637
2066.8,0.3032,0.1634,0.4067,154.8773
2067.0,0.4578,0.1477,0.5055,94.3774
2067.2,0.5194,0.1475,0.4141,98.8224
2067.4,0.3206,0.1894,0.3265,1695.5399
2067.6,0.3546,0.1796,0.2267,430.2303
2067.8,0.3429,0.1536,0.3132,69.1068
2068.0,0.6625,0.1584,0.7041,328.416
2068.2,0.7372,0.1416,0.4096,174.3076
2068.4,0.4672,0.1403,0.6384,111.9366
2068.6,0.4098,0.1904,0.6816,301.0186
2068.8,0.36,0.179,0.5451,213.3138
2069.0,0.4503,0.1574,0.5065,519.07
2069.2,0.3675,0.1787,0.5627,522.5475
2069.4,0.4354,0.162,0.4869,386.9568
2069.6,0.512,0.1633,0.7295,341.3991
2069.8,0.3892,0.1724,0.8268,464.2637
2070.0,0.4216,0.1576,0.7687,178.1334
2070.2,0.4222,0.1238,0.242,83.814
2070.4,0.4024,0.1774,0.4777,952.0295
2070.6,0.3838,0.1619,0.5501,735.8475
2070.8,0.5643,0.1611,0.6193,116.4613
2071.0,0.1844,0.2053,0.273,796.2533
2071.2,0.6861,0.1225,0.3037,166.5318
2071.4,0.4703,0.1784,0.7389,1603.7597
2071.6,0.5415,0.1526,0.4693,734.5303
2071.8,0.5588,0.1495,0.3313,113.6236
2072.0,0.3438,0.1719,0.38,880.6475
2072.2,0.3128,0.2124,0.5879,1164.383
2072.4,0.2952,0.1668,0.4241,652.5415
2072.6,0.4129,0.159,0.5869,441.5146
2072.8,0.5549,0.122,0.4186,38.452
2073.0,0.3624,0.1867,0.2779,804.099
2073.2,0.5412,0.1369,0.7731,278.4509
2073.4,0.0948,0.1981,0.5947,742.9558
2073.6,0.3922,0.1579,0.501,209.3394
2073.8,0.6251,0.1387,0.4805,49.3676
2074.0,0.4244,0.139,0.7784,235.8988
2074.2,0.3256,0.1322,0.6501,140.7506
2074.4,0.3515,0.1828,0.7132,260.8914
2074.6,0.0,0.1777,0.4556,342.7632
2074.8,0.2982,0.1977,0.5428,829.7518
2075.0,0.6086,0.1708,0.6062,241.2434
2075.2,0.3626,0.1689,0.4642,336.5238
2075.4,0.3803,0.1958,0.5216,211.0932
2075.6,0.1002,0.2063,0.4442,2400.1785
2075.8,0.2054,0.2249,0.5841,1596.9
2076.0,0.6285,0.1279,0.3649,50.7161
2076.2,0.5426,0.1011,0.6596,9.4416
2076.4,0.2554,0.1847,0.587,1059.3346
2076.6,0.3554,0.2072,0.5008,1426.7985
2076.8,0.4456,0.1719,0.6129,422.4054
2077.0,0.2706,0.174,0.4899,702.7758
2077.2,0.1494,0.2069,0.431,1740.1648
2077.4,0.4261,0.1832,0.6225,570.7288
2077.6,0.5359,0.1476,0.6433,156.4357
2077.8,0.5388,0.2014,0.4576,619.1072
2078.0,0.5813,0.1329,0.4721,166.4738
2078.2,0.217,0.2114,0.5022,2857.8353
2078.4,0.4587,0.1747,0.4616,367.6516
2078.6,0.4097,0.1519,0.7822,583.403
2078.8,0.4369,0.1538,0.6002,287.0805
2079.0,0.4182,0.1852,0.5424,685.5992
2079.2,0.3509,0.1766,0.4037,2189.7998
2079.4,0.0,0.2268,0.6344,5211.2353
2079.6,0.6243,0.1049,0.4805,182.8521
2079.8,0.4995,0.1672,0.4495,184.9055
2080.0,0.2274,0.1957,0.6518,3209.7651
2080.2,0.521,0.15,0.6124,188.2697
2080.4,0.3829,0.1767,0.1681,356.325
2080.6,0.3872,0.1607,0.5263,60.3616
2080.8,0.3347,0.164,0.5675,367.7951
2081.0,0.5305,0.1451,0.5052,82.5214
2081.2,0.33,0.1672,0.5714,424.9183
2081.4,0.2855,0.2259,0.2524,728.8958
2081.6,0.6198,0.1564,0.127,825.0046
2081.8,0.4232,0.1448,0.41,252.7795
2082.0,0.4279,0.2042,0.5749,4314.3491
2082.2,0.5539,0.1382,0.0752,71.1013
2082.4,0.3499,0.1744,0.4179,1141.9357
2082.6,0.3798,0.1878,0.2507,163.305
2082.8,0.4959,0.1151,0.5318,87.9402
2083.0,0.2188,0.1864,0.8334,352.4181
2083.2,0.4832,0.1448,0.5238,126.6718
2083.4,0.3366,0.1797,0.5262,316.9767
2083.6,0.5783,0.1511,0.6797,109.2287
2083.8,0.532,0.1482,0.5581,79.591
2084.0,0.5122,0.1499,0.522,146.656
2084.2,0.209,0.2137,0.6677,1257.342
2084.4,0.4345,0.1687,0.6176,746.8471
2084.6,0.2734,0.1847,0.5836,638.9482
2084.8,0.4445,0.1643,0.5277,662.8418
2085.0,0.1027,0.2432,0.4651,942.9111
2085.2,0.2189,0.1946,0.674,506.8188
2085.4,0.6284,0.1268,0.5131,171.6009
2085.6,0.5054,0.1151,0.7529,96.4518
2085.8,0.3969,0.1389,0.4016,81.053
2086.0,0.3137,0.1693,0.7616,647.518
2086.2,0.2874,0.1799,0.6131,315.8103
2086.4,0.48,0.1455,0.4107,103.0587
2086.6,0.3985,0.1744,0.6208,548.537
2086.8,0.682,0.1186,0.4693,84.1638
2087.0,0.4223,0.146,0.5609,124.3795
2087.2,0.4588,0.1717,0.4726,247.2988
2087.4,0.2417,0.2155,0.5081,581.8675
2087.6,0.3959,0.1456,0.6972,134.418
2087.8,0.4765,0.162,0.6272,593.8018
2088.0,0.3941,0.1299,0.3935,135.4996
2088.2,0.3772,0.1407,0.3977,299.4156
2088.4,0.499,0.1424,0.5979,230.6976
2088.6,0.6772,0.1533,0.6044,143.2131
2088.8,0.4717,0.1422,0.4562,51.419
2089.0,0.6216,0.1216,0.8043,48.0199
2089.2,0.5432,0.149,0.6767,122.123
2089.4,0.6127,0.1399,0.4645,89.9255
2089.6,0.3585,0.157,0.4431,476.3694
2089.8,0.419,0.2044,0.4983,1754.8326
2090.0,0.4196,0.1593,0.5007,1189.2021
2090.2,0.5319,0.1521,0.7418,124.6088
2090.4,0.5689,0.1369,0.7072,418.5334
2090.6,0.4688,0.1669,0.5527,956.0046
2090.8,0.5815,0.1679,0.6487,279.0006
2091.0,0.3655,0.205,0.6557,1265.8827
2091.2,0.5828,0.1278,0.5718,254.7478
2091.4,0.6024,0.1625,0.6096,270.6183
2091.6,0.5516,0.1582,0.6401,227.6317
2091.8,0.4701,0.1774,0.6164,276.0634
2092.0,0.557,0.1446,0.4396,33.7017
2092.2,0.3159,0.1746,0.4428,412.9212
2092.4,0.4798,0.1754,0.5008,246.4222
2092.6,0.4951,0.1737,0.4387,182.9449
2092.8,0.2506,0.2182,0.306,1760.0433
2093.0,0.5212,0.1552,0.6536,84.4688
2093.2,0.2627,0.1832,0.5929,871.1316
2093.4,0.3858,0.1199,0.3654,121.2239
2093.6,0.456,0.1276,0.5271,81.469
2093.8,0.3404,0.1672,0.5197,307.0503
2094.0,0.4624,0.1369,0.5868,61.1314
2094.2,0.46,0.1756,0.3817,679.0144
2094.4,0.327,0.1506,0.3509,231.1423
2094.6,0.5352,0.1393,0.6365,178.0292
2094.8,0.3354,0.1665,0.3175,445.0864
2095.0,0.7932,0.1394,0.5236,95.4973
2095.2,0.4336,0.1506,0.5051,71.0424
2095.4,0.2743,0.1928,0.5186,1262.6236
2095.6,0.3023,0.184,0.5785,821.6079
2095.8,0.6221,0.1559,0.7916,162.4488
2096.0,0.3886,0.1857,0.3,709.9032
2096.2,0.2454,0.1869,0.671,1320.0692
2096.4,0.5781,0.1098,0.1935,144.1642
2096.6,0.3877,0.1642,0.7576,199.9654
2096.8,0.548,0.1473,0.2489,66.15
2097.0,0.5903,0.1478,0.9206,75.5766
2097.2,0.4912,0.1404,0.4996,123.4401
2097.4,0.8094,0.136,0.7534,371.9151
2097.6,0.1913,0.195,0.6989,418.537
2097.8,0.3273,0.1584,0.4854,166.62
2098.0,0.4116,0.1565,0.4977,155.9429
2098.2,0.7892,0.1544,0.4269,156.0545
2098.4,0.7197,0.1383,0.677,143.2443
2098.6,0.6433,0.1561,0.4883,97.414
2098.8,0.3309,0.1555,0.4292,491.1464
2099.0,0.3484,0.1602,0.6307,239.5588
2099.2,0.3257,0.1634,0.4143,1600.5339
2099.4,0.3325,0.1798,0.493,202.081
2099.6,0.6739,0.1276,0.5793,321.9088
2099.8,0.4134,0.1556,0.4556,609.5987
2100.0,0.4333,0.1555,0.4783,174.9082
2100.2,0.5662,0.1294,0.7927,85.9249
2100.4,0.2005,0.1899,0.5076,318.349
2100.6,0.4579,0.1818,0.4876,256.3992
2100.8,0.2855,0.1521,0.5271,211.0967
2101.0,0.4058,0.1734,0.6131,385.9374
2101.2,0.362,0.1998,0.3792,261.2457
2101.4,0.3543,0.1696,0.6105,1670.594
2101.6,0.4838,0.1456,0.5944,147.5083
2101.8,0.4832,0.1747,0.2761,413.1797
2102.0,0.417,0.1453,0.8253,113.5913
2102.2,0.5056,0.1528,0.7722,179.2985
2102.4,0.3197,0.157,0.4314,189.0849
2102.6,0.5522,0.1097,0.402,65.3961
2102.8,0.4191,0.1616,0.5838,272.4832
2103.0,0.3775,0.1449,0.3424,302.2481
2103.2,0.3308,0.1761,0.7484,480.1752
2103.4,0.4138,0.1877,0.4689,919.2805
2103.6,0.7306,0.1606,0.7933,265.9587
2103.8,0.4405,0.1637,0.4251,342.0315
2104.0,0.2783,0.2036,0.516,743.5846
2104.2,0.5878,0.1504,0.7442,403.2489
2104.4,0.3792,0.1623,0.5008,350.0819
2104.6,0.4926,0.1165,0.6085,70.8615
2104.8,0.3592,0.2051,0.6961,803.6928
2105.0,0.6421,0.1143,0.4851,68.9179
2105.2,0.3614,0.2,0.345,810.1449
2105.4,0.6597,0.1437,0.338,161.0625
2105.6,0.2926,0.1619,0.637,188.1953
2105.8,0.4061,0.1726,0.6035,632.6221
2106.0,0.66,0.1755,0.7033,715.9496
2106.2,0.4752,0.188,0.4979,1954.1391
2106.4,0.7907,0.1054,0.3575,38.3142
2106.6,0.4096,0.1517,0.2007,331.2867
2106.8,0.4886,0.1575,0.9814,65.6803
2107.0,0.7358,0.1196,0.6455,152.59
2107.2,0.2229,0.2146,0.5489,434.3807
2107.4,0.2043,0.2078,0.5729,499.4954
2107.6,0.3307,0.1425,0.3425,204.0527
2107.8,0.572,0.1537,0.4335,143.7391
2108.0,0.2085,0.1889,0.8002,346.1089
2108.2,0.5396,0.1495,0.6532,140.8647
2108.4,0.529,0.1552,0.4376,380.7927
2108.6,0.7522,0.1447,0.3723,90.45
2108.8,0.6068,0.1595,0.4731,249.5839
2109.0,0.5046,0.1384,0.5116,111.4722
2109.2,0.6539,0.1325,0.8686,216.8555
2109.4,0.5308,0.141,0.5296,279.1823
2109.6,0.381,0.1361,0.3814,38.2195
2109.8,0.2783,0.1811,0.533,969.2643
2110.0,0.3646,0.2088,0.5704,663.7363
2110.2,0.444,0.1272,0.3713,124.945
2110.4,0.4763,0.1567,0.6119,125.3627
2110.6,0.1297,0.2018,0.7149,1077.4316
2110.8,0.4171,0.1707,0.5668,2059.8175
2111.0,0.4543,0.1408,0.4384,168.8514
2111.2,0.5321,0.1213,0.4864,65.6333
2111.4,0.694,0.1008,0.3251,43.6677
2111.6,0.4778,0.1835,0.5207,182.7275
2111.8,0.3136,0.159,0.5973,695.2748
2112.0,0.1773,0.1866,0.4051,680.9977
2112.2,0.5531,0.1891,0.8296,284.7139
2112.4,0.3196,0.1631,0.6678,142.0948
2112.6,0.58,0.1503,0.2852,203.2358
2112.8,0.6596,0.1542,0.2867,426.6644
2113.0,0.2184,0.2115,0.382,492.6608
2113.2,0.5331,0.123,0.801,204.1924
2113.4,0.6439,0.1207,0.6996,83.4408
2113.6,0.6029,0.1465,0.7992,95.1855
2113.8,0.1355,0.2407,0.5195,1769.933
2114.0,0.322,0.1623,0.5179,937.198
2114.2,0.258,0.1761,0.3567,157.1954
2114.4,0.5285,0.1586,0.6032,152.74
2114.6,0.512,0.1648,0.5189,580.0783
2114.8,0.0453,0.2276,0.488,1978.8696
2115.0,0.4049,0.1496,0.7971,114.3352
2115.2,0.5701,0.1341,0.5416,250.4352
2115.4,0.4722,0.162,0.7491,559.049
2115.6,0.4719,0.183,0.3028,623.4748
2115.8,0.3953,0.1631,0.9522,187.4854
2116.0,0.2912,0.1811,0.4858,343.5267
2116.2,0.4474,0.1404,0.6641,186.3942
2116.4,0.4578,0.1968,0.6654,294.0481
2116.6,0.5423,0.1515,0.479,520.4441
2116.8,0.5545,0.1684,0.6697,1072.5943
2117.0,0.4629,0.1595,0.6811,220.3881
2117.2,0.6142,0.1406,0.451,196.9451
2117.4,0.3938,0.138,0.4538,325.0488
2117.6,0.2334,0.1462,0.5626,693.0836
2117.8,0.5216,0.1762,0.5264,1206.1566
2118.0,0.469,0.1597,0.7593,78.5679
2118.2,0.5245,0.1549,0.6577,183.6563
2118.4,0.2603,0.1607,0.5394,378.5012
2118.6,0.7186,0.1071,0.6623,43.3218
2118.8,0.5566,0.1678,0.2401,1117.2931
2119.0,0.4068,0.2011,0.4415,2523.9173
2119.2,0.3097,0.1667,0.5907,180.127
2119.4,0.6116,0.1527,0.7205,192.1783
2119.6,0.2847,0.1862,0.5697,323.3853
2119.8,0.7892,0.1134,0.7876,63.4504
2120.0,0.358,0.2098,0.6605,890.7133
2120.2,0.7081,0.1175,0.494,157.0062
2120.4,0.4223,0.1891,0.5176,317.8796
2120.6,0.6871,0.1369,0.6207,22.8103
2120.8,0.3398,0.1748,0.477,130.734
2121.0,0.4528,0.1877,0.7689,277.6631
2121.2,0.5707,0.1505,0.3877,128.5039
2121.4,0.5493,0.1456,0.6034,200.8631
2121.6,0.6151,0.1664,0.658,148.8631
2121.8,0.3769,0.1952,0.4891,301.6589
2122.0,0.4627,0.183,0.4602,261.0276
2122.2,0.6373,0.0581,0.5796,7.2914
2122.4,0.3442,0.1834,0.6627,342.029
2122.6,0.5359,0.1535,0.4779,145.5078
2122.8,0.4171,0.1642,0.3882,476.0169
