depth,vsh,phit,sw,perm
2037.5,0.6363,0.1718,0.4362,277.0671
2038.0,0.3676,0.13,0.3713,124.7131
2038.5,0.2939,0.1786,0.3885,412.0627
2039.0,0.5753,0.1447,0.8372,100.305
2039.5,0.4471,0.1606,0.6316,492.3315
2040.0,0.3564,0.1889,0.4878,1736.5596
2040.5,0.411,0.1822,0.4429,547.0233
2041.0,0.2383,0.1842,0.7258,497.504
2041.5,0.4755,0.1234,0.4395,161.7805
2042.0,0.4044,0.2168,0.272,1435.4741
2042.5,0.5299,0.1499,0.6256,437.694
2043.0,0.4193,0.1664,0.4087,337.9042
2043.5,0.4553,0.1851,0.3477,789.8857
2044.0,0.3817,0.1617,0.3857,914.1905
2044.5,0.4118,0.1915,0.5999,1506.6664
2045.0,0.2805,0.1768,0.5279,375.8437
2045.5,0.6048,0.1767,0.3959,881.7701
2046.0,0.4437,0.1705,0.6165,168.2823
2046.5,0.1516,0.1865,0.4155,475.7991
2047.0,0.2122,0.2356,0.2747,3777.847
2047.5,0.6056,0.1521,0.3572,608.4007
2048.0,0.4435,0.1493,0.5578,116.3894
2048.5,0.447,0.1329,0.4436,121.906
2049.0,0.4496,0.1746,0.5602,394.6131
2049.5,0.5231,0.1786,0.7096,412.9712
2050.0,0.6796,0.138,0.4645,61.8829
2050.5,0.5168,0.1584,0.9508,355.5286
2051.0,0.4961,0.1857,0.5814,221.5925
2051.5,0.3643,0.1839,0.5142,1116.535
2052.0,0.2186,0.178,0.3428,1098.4335
2052.5,0.5212,0.1389,0.5064,94.4777
2053.0,0.5333,0.1607,0.5127,111.656
2053.5,0.6149,0.1489,0.6687,189.1352
2054.0,0.7068,0.1485,0.4655,133.514
2054.5,0.276,0.1909,0.6027,535.0005
2055.0,0.3579,0.1864,0.546,580.3957
2055.5,0.5502,0.1543,0.6987,118.2746
2056.0,0.4502,0.1799,0.7003,1432.362
2056.5,0.6665,0.1469,0.6055,117.7338
2057.0,0.421,0.1593,0.6653,491.8341
2057.5,0.7502,0.1172,0.7359,43.6108
2058.0,0.4584,0.166,0.6285,323.6274
2058.5,0.6942,0.1306,0.6037,159.388
2059.0,0.089,0.2345,0.5818,2265.5668
2059.5,0.523,0.1552,0.7939,193.3408
2060.0,0.4535,0.1317,0.5785,85.5351
2060.5,0.136,0.1784,0.6522,330.3203
2061.0,0.4477,0.1561,0.4503,148.218
2061.5,0.2643,0.1995,0.7596,987.2558
2062.0,0.3721,0.1564,0.6191,843.3071
2062.5,0.4958,0.1676,0.4954,415.7145
2063.0,0.4316,0.1477,0.5446,282.5183
2063.5,0.5034,0.1567,0.5188,507.3681
2064.0,0.4736,0.1658,0.5487,225.9614
2064.5,0.8032,0.0911,0.6093,11.2748
2065.0,0.4889,0.1634,0.5194,289.3581
2065.5,0.4669,0.1907,0.2998,1108.3829
2066.0,0.5131,0.1483,0.8211,763.6059
2066.5,0.4461,0.1626,0.5891,143.7862
2067.0,0.2124,0.197,0.5761,1564.2269
2067.5,0.5538,0.1487,0.5476,230.6089
2068.0,0.6436,0.1355,0.6962,102.2472
2068.5,0.6833,0.1287,0.57,53.8402
2069.0,0.5534,0.1156,0.5214,51.5289
2069.5,0.4097,0.175,0.5072,591.2504
2070.0,0.4894,0.1339,0.7484,297.5516
2070.5,0.718,0.1328,0.5915,18.8732
2071.0,0.4164,0.1791,0.5373,634.5085
2071.5,0.271,0.1924,0.472,432.8818
2072.0,0.7814,0.0992,0.5265,35.1659
2072.5,0.2973,0.1871,0.7015,740.888
2073.0,0.2142,0.1874,0.4018,2116.9848
2073.5,0.4979,0.1425,0.6577,98.7303
2074.0,0.5113,0.1938,0.6427,626.1103
2074.5,0.5187,0.1336,0.5932,42.6734
2075.0,0.5817,0.1531,0.5245,294.3153
2075.5,0.4257,0.1943,0.3142,421.5003
2076.0,0.4279,0.1712,0.6454,1063.8395
2076.5,0.364,0.1596,0.3111,334.0867
2077.0,0.4705,0.1469,0.5805,150.4615
2077.5,0.5313,0.1219,0.5733,75.907
2078.0,0.586,0.1445,0.6716,220.5977
2078.5,0.3153,0.181,0.4075,757.0189
2079.0,0.2631,0.1803,0.4004,205.347
2079.5,0.5827,0.1716,0.6258,326.6334
2080.0,0.3706,0.1703,0.5205,349.2503
2080.5,0.3022,0.1491,0.252,225.3087
2081.0,0.1725,0.2276,0.5223,4192.7356
2081.5,0.6611,0.1098,0.8415,24.5197
2082.0,0.4913,0.1661,0.6301,602.4128
2082.5,0.2364,0.2925,0.3527,15000.0
2083.0,0.1502,0.3116,0.2474,15000.0
2083.5,0.2806,0.3005,0.3725,15000.0
2084.0,0.1617,0.2818,0.3417,15000.0
2084.5,0.0188,0.3098,0.2467,15000.0
2085.0,0.0,0.3268,0.2427,15000.0
2085.5,0.0784,0.2974,0.4996,15000.0
2086.0,0.1456,0.2782,0.4,15000.0
2086.5,0.2172,0.2747,0.385,15000.0
2087.0,0.2597,0.2861,0.3574,15000.0
2087.5,0.1742,0.3104,0.2322,15000.0
2088.0,0.059,0.2851,0.2834,15000.0
2088.5,0.1619,0.2903,0.061,15000.0
2089.0,0.1782,0.2904,0.2727,15000.0
2089.5,0.3738,0.2324,0.2979,15000.0
2090.0,0.2557,0.2881,0.4158,15000.0
2090.5,0.0344,0.3124,0.2679,15000.0
2091.0,0.1685,0.2743,0.4498,15000.0
2091.5,0.2696,0.2672,0.3271,15000.0
2092.0,0.2021,0.2984,0.3637,15000.0
2092.5,0.0376,0.3335,0.328,15000.0
2093.0,0.2818,0.2817,0.4365,15000.0
2093.5,0.2363,0.3203,0.4818,15000.0
2094.0,0.1843,0.3128,0.2216,15000.0
2094.5,0.1194,0.3119,0.5516,15000.0
2095.0,0.3013,0.2577,0.2593,15000.0
2095.5,0.8384,0.2085,0.3597,15000.0
2096.0,0.0446,0.2975,0.2827,15000.0
2096.5,0.1265,0.3147,0.5203,15000.0
2097.0,0.7832,0.1458,0.2796,2873.5434
2097.5,0.0636,0.2999,0.4313,15000.0
2098.0,0.1455,0.2688,0.0927,15000.0
2098.5,0.1659,0.2877,0.4478,15000.0
2099.0,0.8147,0.1589,0.3787,4086.5034
2099.5,0.1723,0.293,0.3031,15000.0
2100.0,0.1727,0.3017,0.2615,15000.0
2100.5,0.1294,0.2863,0.3427,15000.0
2101.0,0.7995,0.1857,0.3483,10221.9372
2101.5,0.266,0.2818,0.1736,15000.0
2102.0,0.2624,0.2771,0.2602,15000.0
2102.5,0.1222,0.3274,0.43,15000.0
2103.0,0.1487,0.2825,0.3039,15000.0
2103.5,0.2476,0.2911,0.2539,15000.0
2104.0,0.1412,0.3026,0.3497,15000.0
2104.5,0.1073,0.271,0.4154,15000.0
2105.0,0.2289,0.2851,0.4292,15000.0
2105.5,0.0692,0.3072,0.3829,15000.0
2106.0,0.1791,0.2815,0.4977,15000.0
2106.5,0.2892,0.3092,0.3474,15000.0
2107.0,0.2145,0.3114,0.3123,15000.0
2107.5,0.0953,0.2895,0.4542,15000.0
2108.0,0.2473,0.2931,0.2629,15000.0
2108.5,0.1399,0.3125,0.2917,15000.0
2109.0,0.2846,0.2774,0.1631,15000.0
2109.5,0.2509,0.2579,0.5797,15000.0
2110.0,0.1653,0.2745,0.6056,15000.0
2110.5,0.125,0.3106,0.32,15000.0
2111.0,0.9102,0.1845,0.483,5594.1476
2111.5,0.459,0.2409,0.4528,15000.0
2112.0,0.0,0.3463,0.3494,15000.0
2112.5,0.7762,0.2257,0.5208,15000.0
2113.0,0.3102,0.3,0.1934,15000.0
2113.5,0.2887,0.3035,0.3216,15000.0
2114.0,0.236,0.2819,0.102,15000.0
2114.5,0.7337,0.1759,0.2735,8793.4764
2115.0,0.2539,0.2729,0.1609,15000.0
2115.5,0.102,0.3014,0.1241,15000.0
2116.0,0.1901,0.277,0.295,15000.0
2116.5,0.2407,0.2739,0.3994,15000.0
2117.0,0.2507,0.2568,0.2827,15000.0
2117.5,0.1349,0.3127,0.2747,15000.0
2118.0,0.3285,0.3,0.257,15000.0
2118.5,0.2813,0.3226,0.353,15000.0
2119.0,0.104,0.3083,0.2693,15000.0
2119.5,0.152,0.2922,0.2275,15000.0
2120.0,0.1241,0.2994,0.4573,15000.0
2120.5,0.1937,0.3162,0.234,15000.0
2121.0,0.2629,0.3048,0.1907,15000.0
2121.5,0.0149,0.3128,0.4289,15000.0
2122.0,0.0016,0.3438,0.1256,15000.0
2122.5,0.1168,0.3045,0.4909,15000.0
2123.0,0.3353,0.2516,0.2414,15000.0
2123.5,0.2238,0.2811,0.3624,15000.0
2124.0,0.3577,0.2968,0.2271,15000.0
2124.5,0.1844,0.3049,0.3448,15000.0
2125.0,0.1158,0.2913,0.2861,15000.0
2125.5,0.0324,0.3336,0.2139,15000.0
2126.0,0.1171,0.3155,0.1465,15000.0
2126.5,0.138,0.2917,0.2836,15000.0
2127.0,0.0,0.3051,0.4002,15000.0
2127.5,0.1159,0.2792,0.4344,15000.0
2128.0,0.115,0.2687,0.2715,15000.0
2128.5,0.2022,0.2746,0.2694,15000.0
2129.0,0.1958,0.2851,0.3302,15000.0
2129.5,0.232,0.3081,0.3421,15000.0
2130.0,0.0377,0.3304,0.3326,15000.0
2130.5,0.0865,0.3101,0.2891,15000.0
2131.0,0.2926,0.2357,0.3271,15000.0
2131.5,0.1741,0.2981,0.3115,15000.0
2132.0,0.2847,0.2415,0.0788,15000.0
2132.5,0.1859,0.3077,0.2934,15000.0
2133.0,0.2187,0.303,0.4378,15000.0
2133.5,0.2529,0.2806,0.5202,15000.0
2134.0,0.1444,0.3132,0.4811,15000.0
2134.5,0.1333,0.319,0.3484,15000.0
2135.0,0.132,0.3011,0.2021,15000.0
2135.5,0.1922,0.2863,0.2849,15000.0
2136.0,0.2574,0.2522,0.2729,15000.0
2136.5,0.1593,0.2874,0.1812,15000.0
2137.0,0.3155,0.2496,0.2523,15000.0
2137.5,0.375,0.2399,0.2818,15000.0
2138.0,0.1122,0.2874,0.1829,15000.0
2138.5,0.3188,0.2298,0.4852,15000.0
2139.0,0.1982,0.3079,0.4151,15000.0
2139.5,0.2381,0.2863,0.3448,15000.0
2140.0,0.1866,0.3134,0.3857,15000.0
2140.5,0.3219,0.2845,0.3881,15000.0
2141.0,0.2347,0.2924,0.2602,15000.0
2141.5,0.1652,0.3094,0.5573,15000.0
2142.0,0.1583,0.2977,0.2539,15000.0
2142.5,0.0799,0.3333,0.1317,15000.0
2143.0,0.1428,0.287,0.3698,15000.0
2143.5,0.322,0.2681,0.4257,15000.0
2144.0,0.3083,0.2651,0.3229,15000.0
2144.5,0.136,0.3386,0.4791,15000.0
2145.0,0.7794,0.1827,0.4138,14903.8484
2145.5,0.2952,0.2985,0.2473,15000.0
2146.0,0.2429,0.2539,0.2924,15000.0
2146.5,0.0024,0.3216,0.3544,15000.0
2147.0,0.488,0.2383,0.3795,15000.0
2147.5,0.2012,0.2674,0.5039,15000.0
2148.0,0.3702,0.2475,0.4664,15000.0
2148.5,0.2174,0.2953,0.159,15000.0
2149.0,0.0959,0.2979,0.3258,15000.0
2149.5,0.2194,0.2656,0.2098,15000.0
2150.0,0.0532,0.3294,0.5085,15000.0
2150.5,0.1874,0.2896,0.2325,15000.0
2151.0,0.0912,0.312,0.3646,15000.0
2151.5,0.1796,0.3131,0.2562,15000.0
2152.0,0.2248,0.3149,0.1018,15000.0
2152.5,0.2296,0.2376,0.2195,15000.0
2153.0,0.054,0.3092,0.3116,15000.0
2153.5,0.1355,0.2648,0.4275,15000.0
2154.0,0.0025,0.3741,0.3793,15000.0
2154.5,0.2621,0.2811,0.1931,15000.0
2155.0,0.2203,0.3042,0.3811,15000.0
2155.5,0.0825,0.2943,0.4615,15000.0
2156.0,0.3406,0.2584,0.4234,15000.0
2156.5,0.2467,0.3025,0.3008,15000.0
2157.0,0.1895,0.3,0.351,15000.0
2157.5,0.1527,0.3291,0.3518,15000.0
2158.0,0.1362,0.2815,0.5202,15000.0
2158.5,0.8098,0.1861,0.5949,6511.222
2159.0,0.3174,0.2795,0.4308,15000.0
2159.5,0.7146,0.219,0.384,15000.0
2160.0,0.0951,0.3132,0.3362,15000.0
2160.5,0.3297,0.2408,0.3776,15000.0
2161.0,0.191,0.2706,0.3816,15000.0
2161.5,0.1081,0.3095,0.2794,15000.0
2162.0,0.3975,0.2255,0.6112,15000.0
2162.5,0.0905,0.2878,0.255,15000.0
2163.0,0.1937,0.2279,0.2142,1014.9466
2163.5,0.1166,0.3128,0.1887,2129.8515
2164.0,0.3211,0.2371,0.2622,585.2898
2164.5,0.6303,0.2053,0.4219,209.3018
2165.0,0.2569,0.2294,0.1382,7.6805
2165.5,0.1756,0.2644,0.219,1641.5197
2166.0,0.1752,0.2644,0.6289,1733.8468
2166.5,0.3915,0.211,0.5924,180.5353
2167.0,0.156,0.2695,0.4723,137.8803
2167.5,0.439,0.1143,0.3828,26.2818
2168.0,0.0572,0.2439,0.423,1989.2737
2168.5,0.9181,0.1417,0.3161,51.1941
2169.0,0.3562,0.234,0.0,483.8223
2169.5,0.7356,0.1939,0.2711,147.2412
2170.0,0.36,0.2124,0.2763,470.4458
2170.5,0.3046,0.2163,0.34,63.998
2171.0,0.42,0.2354,0.3914,373.4883
2171.5,0.1412,0.2824,0.5245,4595.5005
2172.0,0.1863,0.2646,0.3211,258.3035
2172.5,0.2176,0.2352,0.1983,338.9704
2173.0,0.4629,0.2764,0.2868,3891.4241
2173.5,0.3306,0.2258,0.4162,1040.2185
2174.0,0.3587,0.2257,0.318,715.249
2174.5,0.2467,0.2811,0.2059,1830.3492
2175.0,0.3762,0.26,0.387,1215.9455
2175.5,0.0682,0.2802,0.1622,822.3954
2176.0,0.2168,0.2143,0.2229,1320.1908
2176.5,0.7764,0.1641,0.4113,71.695
2177.0,0.2083,0.2552,0.2187,197.2614
2177.5,0.2282,0.2926,0.26,239.7493
2178.0,0.3411,0.3047,0.303,791.5554
2178.5,0.301,0.211,0.333,138.5465
2179.0,0.4252,0.2342,0.2034,191.5016
2179.5,0.0,0.2472,0.3667,135.1628
2180.0,0.4635,0.2014,0.223,414.1637
2180.5,0.1855,0.2197,0.5496,108.8228
2181.0,0.4411,0.2548,0.2687,1380.8324
2181.5,0.2157,0.2464,0.4033,1470.7234
2182.0,0.318,0.2336,0.4247,12124.433
2182.5,0.13,0.2531,0.2755,375.8126
2183.0,0.1119,0.2648,0.1912,677.2979
2183.5,0.3455,0.233,0.4245,179.2028
2184.0,0.0,0.2508,0.1376,145.2648
2184.5,0.112,0.207,0.175,167.8665
2185.0,0.3697,0.1809,0.4294,66.1673
2185.5,0.7484,0.1198,0.3488,12.8066
2186.0,0.1553,0.2537,0.2295,910.7106
2186.5,0.468,0.1814,0.2854,45.9071
2187.0,0.5137,0.2253,0.2293,820.0215
2187.5,0.2701,0.2388,0.6109,1518.0664
2188.0,0.4356,0.1575,0.4922,38.3723
2188.5,0.4672,0.1929,0.2385,1295.5641
2189.0,0.2679,0.173,0.313,253.6613
2189.5,0.2034,0.2094,0.4167,272.3577
2190.0,0.2815,0.2167,0.2093,35.951
2190.5,0.0809,0.2322,0.2573,51.892
2191.0,0.3438,0.2745,0.2743,7260.9542
2191.5,0.2272,0.2591,0.2046,3966.1757
2192.0,0.2773,0.2219,0.4766,2850.0395
2192.5,0.2755,0.2713,0.2215,9811.3806
2193.0,0.1598,0.2203,0.3196,2081.1238
2193.5,0.2653,0.2234,0.3486,523.199
2194.0,0.0933,0.2808,0.5167,2261.5078
2194.5,0.2073,0.2097,0.3278,126.1503
2195.0,0.1253,0.2716,0.592,1270.5027
2195.5,0.156,0.2563,0.2732,1821.4071
2196.0,0.0,0.2865,0.2795,3253.7545
2196.5,0.2142,0.2903,0.4285,1129.8861
2197.0,0.3331,0.236,0.5781,37.2897
2197.5,0.2931,0.2324,0.2955,67.1001
2198.0,0.4109,0.1704,0.5154,265.9884
2198.5,0.9163,0.1472,0.4741,50.1186
2199.0,0.2078,0.2274,0.233,966.0415
2199.5,0.3892,0.2119,0.3357,66.9517
2200.0,0.2587,0.2204,0.3294,2052.1217
2200.5,0.294,0.2425,0.1917,167.5446
2201.0,0.5448,0.1658,0.3779,867.3999
2201.5,0.237,0.2427,0.3362,77.2728
2202.0,0.2071,0.2118,0.3868,669.815
2202.5,0.1409,0.1999,0.352,77.0017
2203.0,0.2324,0.2278,0.245,414.5155
2203.5,0.4028,0.2264,0.6503,1597.4993
2204.0,0.3446,0.1999,0.3711,785.0739
2204.5,0.4562,0.2098,0.5079,106.0349
2205.0,0.3169,0.2153,0.3936,153.4008
2205.5,0.0,0.241,0.5223,72.9526
2206.0,0.3518,0.2362,0.2275,50.5967
2206.5,0.2836,0.212,0.3265,108.8914
2207.0,0.2702,0.2426,0.2676,186.3381
2207.5,0.4284,0.169,0.2809,21.0528
2208.0,0.2343,0.2409,0.3612,411.6505
2208.5,0.3454,0.239,0.2952,494.3276
2209.0,0.13,0.2616,0.1327,768.1552
2209.5,0.0726,0.2848,0.2696,435.4308
2210.0,0.1922,0.2611,0.2682,371.7699
2210.5,0.229,0.2458,0.4369,390.7385
2211.0,0.3377,0.2454,0.1412,1540.6516
2211.5,0.1391,0.2417,0.2604,234.774
2212.0,0.4369,0.2228,0.2444,55.1589
2212.5,0.1711,0.2495,0.3961,363.1928
2213.0,0.2611,0.2728,0.2705,472.498
2213.5,0.2773,0.238,0.4247,99.2345
2214.0,0.3147,0.2069,0.361,142.6346
2214.5,0.3397,0.2219,0.383,163.1115
2215.0,0.4153,0.2014,0.3994,196.2464
2215.5,0.3023,0.2323,0.2954,464.8774
2216.0,0.317,0.228,0.3164,370.5687
2216.5,0.3114,0.2189,0.3249,357.7132
2217.0,0.3382,0.2051,0.3544,246.4509
2217.5,0.3572,0.1907,0.4282,202.8426
2218.0,0.3578,0.1761,0.5334,184.4196
2218.5,0.3477,0.1645,0.6226,173.7448
2219.0,0.3459,0.1555,0.6524,156.5929
2219.5,0.3555,0.1491,0.6178,112.8028
2220.0,0.4309,0.1524,0.5267,86.562
2220.5,0.4597,0.1382,0.5649,67.403
2221.0,0.4643,0.1509,0.5836,59.774
2221.5,0.5453,0.1344,0.7143,66.388
2222.0,0.664,0.1297,0.6847,56.891
2222.5,0.3426,0.1492,0.6979,45.239
2223.0,0.4345,0.1188,0.7768,35.416
2223.5,0.4951,0.1201,0.8422,39.0213
2224.0,0.249,0.2132,0.79,672.7633
2224.5,0.253,0.1694,0.7,50.1
2225.0,0.5567,0.1774,0.5912,60.6591
2225.5,0.4321,0.1299,0.6984,42.9476
2226.0,0.3498,0.1666,0.6243,277.5037
2226.5,0.2267,0.1312,0.745,177.6605
2227.0,0.4824,0.1339,0.5679,103.5993
2227.5,0.2578,0.2152,0.7266,821.9134
2228.0,0.3075,0.1342,0.6476,325.5701
2228.5,0.3158,0.1355,0.6912,93.5377
2229.0,0.3959,0.164,0.4741,46.9331
2229.5,0.2969,0.1579,0.5965,104.8543
2230.0,0.3165,0.2001,0.6733,44.8755
2230.5,0.5628,0.1177,0.6245,90.8827
2231.0,0.4618,0.1373,0.3353,42.4736
2231.5,0.442,0.1459,0.4765,106.7753
2232.0,0.4967,0.1046,0.6979,38.9081
2232.5,0.3023,0.1219,0.8421,36.7034
2233.0,0.4873,0.0979,0.6259,50.9127
2233.5,0.4955,0.0489,0.6121,13.2689
2234.0,0.3069,0.1517,0.7714,46.4499
2234.5,0.5176,0.0965,0.6581,9.2949
2235.0,0.4706,0.1211,0.7434,92.1392
2235.5,0.4741,0.1597,0.593,25.9247
2236.0,0.6566,0.089,0.6069,315.6303
2236.5,0.4559,0.1535,0.7407,544.8164
2237.0,0.32,0.1128,0.7376,6.7301
2237.5,0.4569,0.119,0.6059,125.1725
2238.0,0.4417,0.1815,0.4765,755.1013
2238.5,0.2959,0.1445,0.4205,42.979
2239.0,0.1769,0.2014,0.4149,401.77
2239.5,0.4315,0.1981,0.5337,206.8042
2240.0,0.5626,0.1133,0.6911,120.5166
2240.5,0.5638,0.1069,0.436,25.7039
2241.0,0.4767,0.0798,0.4553,99.1654
2241.5,0.6441,0.1214,0.6958,49.2589
2242.0,0.4627,0.145,0.8412,61.0132
2242.5,0.4144,0.1605,0.7726,275.6193
2243.0,0.4665,0.1698,0.3879,450.8222
2243.5,0.3447,0.1237,0.6967,3.1988
2244.0,0.2753,0.2044,0.7378,6.88
2244.5,0.3128,0.1461,0.5724,143.4873
2245.0,0.3777,0.1546,0.6026,47.0656
2245.5,0.5526,0.1232,0.6893,11.4601
2246.0,0.2519,0.141,0.7023,52.805
2246.5,0.3134,0.1231,0.695,2432.3671
2247.0,0.5447,0.1311,0.737,13.098
2247.5,0.3936,0.1195,0.6755,175.1201
2248.0,0.4141,0.1357,0.5596,29.3025
2248.5,0.3913,0.1336,0.5838,11.7524
2249.0,0.6912,0.0995,0.5542,18.1782
2249.5,0.5128,0.0846,0.6015,4.9554
2250.0,0.4728,0.0551,0.7462,2.3912
2250.5,0.4657,0.1561,0.5324,44.6955
2251.0,0.4932,0.16,0.7703,30.2441
2251.5,0.6803,0.0458,0.5485,12.1971
2252.0,0.3914,0.1543,0.6599,134.1288
