depth,vsh,phit,sw,perm
2062.8,0.5673,0.1388,0.6167,283.0336
2063.0,0.2494,0.1725,0.5022,279.1508
2063.2,0.3879,0.163,0.6115,265.9611
2063.4,0.7756,0.1215,0.5966,108.8829
2063.6,0.1808,0.2036,0.4825,174.5476
2063.8,0.2825,0.1814,0.8243,577.4461
2064.0,0.4953,0.1567,0.3959,122.9522
2064.2,0.2094,0.1567,0.5745,453.7247
2064.4,0.4303,0.1615,0.5356,251.7056
2064.6,0.701,0.1316,0.6077,142.0121
2064.8,0.3561,0.1714,0.5527,155.0365
2065.0,0.3157,0.208,0.693,1680.2848
2065.2,0.2058,0.1876,0.5861,536.7444
2065.4,0.3179,0.1516,0.456,71.298
2065.6,0.4139,0.1653,0.3941,207.4137
2065.8,0.7702,0.1068,0.4561,92.9652
2066.0,0.422,0.1298,0.4403,120.9018
2066.2,0.4291,0.1573,0.6531,384.0968
2066.4,0.4427,0.1911,0.5254,465.6218
2066.6,0.3191,0.1705,0.6054,781.9489
2066.8,0.0959,0.229,0.316,4515.475
2067.0,0.6665,0.1464,0.5083,51.7756
2067.2,0.5405,0.196,0.6083,1028.6828
2067.4,0.6166,0.1477,0.7112,512.9126
2067.6,0.4852,0.1575,0.3284,328.8517
2067.8,0.6238,0.1394,0.7937,139.5012
2068.0,0.2185,0.1967,0.7517,279.842
2068.2,0.4576,0.1544,0.7051,175.1345
2068.4,0.5274,0.1402,0.748,103.1483
2068.6,0.6478,0.1437,0.5,296.8449
2068.8,0.5124,0.1397,0.4387,287.8044
2069.0,0.5125,0.115,0.581,65.1571
2069.2,0.4839,0.1299,0.6074,57.2679
2069.4,0.2283,0.2228,0.4313,330.404
2069.6,0.361,0.166,0.6362,448.7846
2069.8,0.3743,0.186,0.7513,735.1314
2070.0,0.575,0.1301,0.6965,26.2461
2070.2,0.5271,0.1682,0.554,455.4469
2070.4,0.6759,0.1388,0.1926,257.867
2070.6,0.5232,0.1908,0.3075,88.5632
2070.8,0.418,0.1912,0.5237,298.6804
2071.0,0.6424,0.1499,0.6506,1069.6654
2071.2,0.2634,0.1735,0.3315,387.5836
2071.4,0.4064,0.1428,0.5715,772.6696
2071.6,0.3079,0.1765,0.6503,474.7638
2071.8,0.2819,0.1832,0.5312,1048.3646
2072.0,0.287,0.1739,0.4515,307.5615
2072.2,0.3508,0.1878,0.3167,351.677
2072.4,0.4786,0.1584,0.6668,82.1498
2072.6,0.3974,0.1675,0.4491,463.3173
2072.8,0.489,0.1859,0.7868,295.5557
2073.0,0.4832,0.1583,0.5775,127.8356
2073.2,0.0995,0.1798,0.5977,152.8517
2073.4,0.4732,0.178,0.6679,438.6315
2073.6,0.3375,0.1796,0.4877,759.5561
2073.8,0.2036,0.1877,0.6097,475.821
2074.0,0.484,0.137,0.4626,110.47
2074.2,0.4596,0.1846,0.4203,1482.8145
2074.4,0.4721,0.1915,0.4009,204.8285
2074.6,0.554,0.1334,0.4875,438.5143
2074.8,0.3478,0.18,0.851,179.4267
2075.0,0.3011,0.189,0.4031,538.4673
2075.2,0.4439,0.1265,0.6557,134.2823
2075.4,0.3807,0.1689,0.5126,659.9485
2075.6,0.8548,0.0723,0.4149,7.7194
2075.8,0.4261,0.1634,0.6676,323.3592
2076.0,0.4452,0.2065,0.4561,620.5441
2076.2,0.3127,0.1497,0.4874,393.2227
2076.4,0.2875,0.2196,0.6889,883.3592
2076.6,0.1923,0.2301,0.4829,478.3938
2076.8,0.3915,0.1682,0.5805,424.4071
2077.0,0.409,0.1763,0.5395,403.6811
2077.2,0.604,0.1346,0.5463,444.0627
2077.4,0.4013,0.1581,0.3531,484.4614
2077.6,0.3775,0.1742,0.6732,212.2974
2077.8,0.4732,0.142,0.5907,313.3407
2078.0,0.421,0.1739,0.6667,412.6472
2078.2,0.5799,0.1443,0.5738,278.656
2078.4,0.6513,0.1127,0.7276,42.1288
2078.6,0.4298,0.1775,0.566,327.751
2078.8,0.2894,0.1965,0.7415,1130.0973
2079.0,0.4132,0.1879,0.4032,941.8612
2079.2,0.4666,0.1488,0.4361,45.032
2079.4,0.2324,0.2099,0.7983,1557.3511
2079.6,0.3911,0.2117,0.6536,612.4812
2079.8,0.21,0.1929,0.8169,767.1354
2080.0,0.4974,0.1567,0.6435,76.6115
2080.2,0.2686,0.1981,0.4933,1387.7252
2080.4,0.3861,0.1257,0.844,162.6899
2080.6,0.4117,0.1383,0.2861,81.7252
2080.8,0.2418,0.1771,0.6634,556.413
2081.0,0.4416,0.1549,0.1713,222.6338
2081.2,0.2732,0.1862,0.7657,823.492
2081.4,0.6583,0.1385,0.4047,55.7516
2081.6,0.6356,0.1086,0.5249,27.5387
2081.8,0.6125,0.1622,0.4043,168.5767
2082.0,0.4584,0.1662,0.6366,300.9424
2082.2,0.4872,0.1569,0.5238,744.8732
2082.4,0.4099,0.1757,0.7513,457.2031
2082.6,0.517,0.1395,0.4596,286.4542
2082.8,0.6821,0.1252,0.387,54.8735
2083.0,0.2896,0.1601,0.4796,177.6885
2083.2,0.5026,0.1096,0.8161,40.9398
2083.4,0.1797,0.1916,0.6941,548.5575
2083.6,0.3747,0.205,0.7057,1446.7373
2083.8,0.4272,0.1522,0.4707,168.3369
2084.0,0.4842,0.1249,0.3663,81.0116
2084.2,0.5381,0.1603,0.7634,395.7928
2084.4,0.633,0.1269,0.3569,74.1951
2084.6,0.2265,0.1989,0.5356,450.7865
2084.8,0.567,0.1584,0.4511,199.4123
2085.0,0.7072,0.1165,0.5789,279.0848
2085.2,0.3806,0.1781,0.2866,796.0298
2085.4,0.3618,0.1715,0.6732,1341.8372
2085.6,0.468,0.1189,0.7723,34.3345
2085.8,0.4273,0.1531,0.7097,284.586
2086.0,0.4173,0.1483,0.388,147.2742
2086.2,0.6652,0.102,0.6386,42.7099
2086.4,0.8065,0.0966,0.5499,15.7364
2086.6,0.4012,0.1805,0.542,1136.7648
2086.8,0.7968,0.1151,0.8171,24.804
2087.0,0.3967,0.1305,0.4968,215.366
2087.2,0.5635,0.1234,0.6668,72.8747
2087.4,0.2931,0.1816,0.2798,254.6971
2087.6,0.3175,0.178,0.5538,223.7682
2087.8,0.4012,0.1606,0.6896,277.1088
2088.0,0.5747,0.1592,0.528,199.7943
2088.2,0.4812,0.1639,0.6409,293.6054
2088.4,0.2033,0.1817,0.42,121.6598
2088.6,0.25,0.1735,0.4749,91.7229
2088.8,0.1907,0.1908,0.5177,175.0907
2089.0,0.4976,0.1127,0.4878,123.7384
2089.2,0.472,0.1635,0.6836,788.5924
2089.4,0.4692,0.1329,0.725,103.7968
2089.6,0.4676,0.1825,0.6384,818.1876
2089.8,0.3362,0.1414,0.1779,199.8281
2090.0,0.4753,0.1647,0.5007,670.7492
2090.2,0.6649,0.0924,0.7036,93.4265
2090.4,0.5352,0.1364,0.5351,58.3989
2090.6,0.2744,0.1917,0.5042,721.2531
2090.8,0.3997,0.1856,0.6803,964.0574
2091.0,0.3556,0.1904,0.6861,1103.9248
2091.2,0.5821,0.1569,0.6413,410.0856
2091.4,0.2913,0.1975,0.312,724.9867
2091.6,0.4771,0.1747,0.3765,629.5692
2091.8,0.3984,0.1561,0.6108,88.5014
2092.0,0.3332,0.1683,0.2349,128.1084
2092.2,0.481,0.1699,0.7922,980.3594
2092.4,0.4167,0.1867,0.56,1167.9684
2092.6,0.5615,0.1425,0.4516,483.8826
2092.8,0.3767,0.1591,0.4709,230.9601
2093.0,0.2725,0.1722,0.7264,187.6633
2093.2,0.4189,0.1476,0.3662,164.329
2093.4,0.4875,0.1645,0.26,1137.0796
2093.6,0.5416,0.1707,0.397,197.8909
2093.8,0.4221,0.1735,0.5892,338.5671
2094.0,0.5765,0.143,0.7973,381.6329
2094.2,0.2488,0.225,0.7068,1675.3747
2094.4,0.597,0.1408,0.4925,118.4619
2094.6,0.5354,0.1767,0.586,703.5817
2094.8,0.3835,0.1474,0.6075,133.6394
2095.0,0.6072,0.144,0.5899,235.2027
2095.2,0.4967,0.1347,0.265,24.6351
2095.4,0.6416,0.1168,0.5205,23.7555
2095.6,0.3335,0.1597,0.6689,221.9856
2095.8,0.3476,0.1753,0.824,1010.0042
2096.0,0.5325,0.1404,0.6177,136.788
2096.2,0.4601,0.1178,0.731,79.1668
2096.4,0.234,0.1804,0.6745,548.9928
2096.6,0.7305,0.1111,0.5128,51.1851
2096.8,0.7128,0.0909,0.3775,12.8371
2097.0,0.4787,0.1659,0.7176,497.6996
2097.2,0.347,0.1875,0.8171,675.7615
2097.4,0.3504,0.1861,0.4765,685.2683
2097.6,0.508,0.187,0.7182,256.8885
2097.8,0.6655,0.1097,0.5929,188.1687
2098.0,0.8468,0.0863,0.3728,25.495
2098.2,0.4048,0.1659,0.5549,831.1704
2098.4,0.3966,0.1653,0.4629,70.8466
2098.6,0.4252,0.1665,0.614,234.7642
2098.8,0.5113,0.1692,0.6065,971.8992
2099.0,0.3218,0.1724,0.4485,335.8634
2099.2,0.2456,0.2082,0.3347,182.9091
2099.4,0.4151,0.1498,0.4856,102.1991
2099.6,0.4965,0.1443,0.789,207.0084
2099.8,0.7071,0.1044,0.3964,152.7254
2100.0,0.2881,0.1137,0.6774,60.0633
2100.2,0.6194,0.1032,0.6627,116.7981
2100.4,0.4347,0.1805,0.4593,609.1832
2100.6,0.4134,0.1875,0.4128,422.8886
2100.8,0.2172,0.1657,0.637,530.9358
2101.0,0.5088,0.1715,0.5415,701.0837
2101.2,0.4912,0.1066,0.4961,49.2985
2101.4,0.7902,0.0951,0.647,26.6066
2101.6,0.4113,0.1564,0.7956,77.8312
2101.8,0.683,0.1509,0.7398,273.0862
2102.0,0.4043,0.2028,0.5524,575.7911
2102.2,0.3987,0.1581,0.044,358.045
2102.4,0.1979,0.1925,0.5014,790.4496
2102.6,0.6225,0.1586,0.4002,323.1685
2102.8,0.4707,0.2028,0.5026,766.7749
2103.0,0.4493,0.1845,0.4881,214.1888
2103.2,0.4065,0.1421,0.51,222.6136
2103.4,0.4853,0.1735,0.7063,680.5524
2103.6,0.3433,0.1618,0.5154,1376.1071
2103.8,0.5175,0.1797,0.5017,300.8824
2104.0,0.3068,0.1922,0.6089,310.2631
2104.2,0.4299,0.1428,0.3985,72.9964
2104.4,0.5246,0.1729,0.4944,362.4552
2104.6,0.6611,0.1433,0.3514,288.7538
2104.8,0.4815,0.1644,0.6419,549.8156
2105.0,0.6445,0.1355,0.5948,395.3454
2105.2,0.4481,0.1504,0.8644,263.1079
2105.4,0.3097,0.1915,0.2926,273.9548
2105.6,0.7622,0.1634,0.6944,341.1426
2105.8,0.4327,0.2011,0.2708,191.8159
2106.0,0.592,0.1382,0.4096,113.2639
2106.2,0.3569,0.1308,0.2401,87.5772
2106.4,0.5281,0.1393,0.5689,204.2137
2106.6,0.5017,0.1567,0.5925,325.3492
2106.8,0.45,0.1663,0.4994,187.8813
2107.0,0.7544,0.1384,0.2311,88.678
2107.2,0.5143,0.1666,0.4677,330.3249
2107.4,0.3943,0.1828,0.5605,685.6657
2107.6,0.6861,0.1168,0.4303,132.3988
2107.8,0.1783,0.186,0.5356,385.7617
2108.0,0.2313,0.1678,0.7092,315.7493
2108.2,0.582,0.1484,0.4688,92.889
2108.4,0.484,0.1734,0.3818,187.2284
2108.6,0.368,0.1928,0.525,171.2628
2108.8,0.5088,0.1027,0.8455,34.8514
2109.0,0.61,0.1489,0.6304,468.1725
2109.2,0.2915,0.1607,0.3236,713.2804
2109.4,0.4369,0.1741,0.748,575.2699
2109.6,0.4558,0.1389,0.4966,293.8012
2109.8,0.4959,0.1692,0.5115,593.9074
2110.0,0.5466,0.1349,0.367,148.1787
2110.2,0.1548,0.187,0.5617,103.2031
2110.4,0.5304,0.1661,0.2547,1487.0783
2110.6,0.1637,0.1874,0.3703,485.4338
2110.8,0.4444,0.1805,0.6332,400.3293
2111.0,0.2917,0.1963,0.5547,1968.8641
2111.2,0.4795,0.1545,0.4394,252.181
2111.4,0.5498,0.1384,0.5298,823.4736
2111.6,0.4586,0.185,0.6448,295.5285
2111.8,0.352,0.1901,0.5956,1237.3913
2112.0,0.2526,0.2195,0.6258,1149.3846
2112.2,0.4445,0.1265,0.3854,111.6446
2112.4,0.3889,0.1629,0.443,154.9965
2112.6,0.5005,0.1448,0.8466,111.954
2112.8,0.3854,0.1794,0.483,1095.35
2113.0,0.6603,0.1139,0.4998,105.1127
2113.2,0.457,0.1435,0.5752,223.4311
2113.4,0.5879,0.1432,0.59,53.5617
2113.6,0.3751,0.133,0.4114,41.1485
2113.8,0.5603,0.1058,0.1985,31.1138
2114.0,0.5436,0.1459,0.5076,135.6787
2114.2,0.3479,0.2272,0.5205,1567.085
2114.4,0.2254,0.1925,0.2718,803.7994
2114.6,0.6402,0.128,0.6031,219.8838
2114.8,0.387,0.1775,0.5936,1179.1837
2115.0,0.3531,0.185,0.6862,599.5673
2115.2,0.405,0.164,0.384,163.6873
2115.4,0.308,0.1658,0.603,511.3449
2115.6,0.5445,0.1168,0.6503,90.4422
2115.8,0.4487,0.1788,0.7644,610.2285
2116.0,0.4579,0.1501,0.682,460.8943
2116.2,0.6208,0.1475,0.7136,142.6457
2116.4,0.465,0.1798,0.5652,1241.4858
2116.6,0.6863,0.1233,0.4972,35.6266
2116.8,0.447,0.1317,0.752,198.9521
2117.0,0.2241,0.1859,0.3495,343.0879
2117.2,0.317,0.175,0.7731,465.4935
2117.4,0.3409,0.1849,0.659,656.8689
2117.6,0.4669,0.1469,0.505,143.8529
2117.8,0.6783,0.118,0.3286,52.9252
2118.0,0.4783,0.1492,0.544,108.3892
2118.2,0.4157,0.1726,0.45,453.7848
2118.4,0.4045,0.1846,0.303,804.4922
2118.6,0.5318,0.1965,0.4499,2533.8658
2118.8,0.5123,0.191,0.6733,518.3976
2119.0,0.5697,0.1421,0.5559,55.5886
2119.2,0.3444,0.1602,0.514,366.1143
2119.4,0.7876,0.1036,0.3376,16.6329
2119.6,0.3983,0.1412,0.5304,472.6479
2119.8,0.3547,0.1757,0.78,684.5197
2120.0,0.6292,0.1171,0.573,40.0972
2120.2,0.5854,0.1206,0.5118,29.6186
2120.4,0.3534,0.1525,0.6654,117.9737
2120.6,0.5517,0.1649,0.7381,435.2219
2120.8,0.3861,0.1674,0.7544,189.5981
2121.0,0.5128,0.1251,0.6159,167.3517
2121.2,0.4852,0.1736,0.2985,731.71
2121.4,0.8319,0.134,0.7094,86.4453
2121.6,0.6586,0.1239,0.5058,178.4807
2121.8,0.61,0.1238,0.4857,222.9028
2122.0,0.5648,0.128,0.4169,160.5686
2122.2,0.262,0.1907,0.6193,895.8443
2122.4,0.4778,0.1752,0.6877,271.2206
2122.6,0.3842,0.1727,0.445,1517.5523
2122.8,0.4423,0.1347,0.6568,66.3562
2123.0,0.4629,0.1802,0.7071,338.3575
2123.2,0.1928,0.1935,0.5918,1268.168
2123.4,0.4074,0.1622,0.5494,215.5646
2123.6,0.4691,0.1667,0.5247,257.2922
2123.8,0.5888,0.1631,0.4505,112.0435
2124.0,0.3325,0.1533,0.6671,158.2469
2124.2,0.3314,0.1494,0.7254,1040.783
2124.4,0.3215,0.1766,0.5633,324.5829
2124.6,0.4023,0.1662,0.4811,754.769
2124.8,0.2808,0.201,0.6076,578.0218
2125.0,0.649,0.1597,0.4149,124.8805
2125.2,0.5664,0.1352,0.7488,77.3232
2125.4,0.8573,0.1134,0.7401,119.8074
2125.6,0.3703,0.1803,0.6167,102.0898
2125.8,0.5791,0.1547,0.4881,737.5146
2126.0,0.268,0.1522,0.5246,294.8485
2126.2,0.6704,0.1419,0.2964,123.3368
2126.4,0.4178,0.1482,0.44,109.7944
2126.6,0.4374,0.1737,0.655,267.9033
2126.8,0.6413,0.1122,0.4534,155.5002
2127.0,0.6322,0.1377,0.9172,47.7907
2127.2,0.303,0.1738,0.4702,370.8412
2127.4,0.4341,0.2053,0.393,2005.4614
2127.6,0.6637,0.1144,0.619,18.4326
2127.8,0.3948,0.1484,0.6122,123.8376
2128.0,0.4959,0.1838,0.7455,178.5768
2128.2,0.5307,0.1669,0.509,130.6471
2128.4,0.6613,0.1375,0.426,163.8334
2128.6,0.5502,0.137,0.472,218.0518
2128.8,0.4135,0.1416,0.7381,119.0745
2129.0,0.1555,0.19,0.7844,213.8695
2129.2,0.5555,0.1351,0.4708,72.6451
2129.4,0.4759,0.1423,0.5348,212.0557
2129.6,0.7164,0.1143,0.776,72.6001
2129.8,0.5364,0.1371,0.6697,61.8744
2130.0,0.365,0.1902,0.4499,432.8511
2130.2,0.2631,0.1566,0.3736,409.8695
2130.4,0.4241,0.171,0.4443,409.9384
2130.6,0.5044,0.1579,0.6745,120.7074
2130.8,0.4657,0.1564,0.3238,283.9256
2131.0,0.2607,0.1981,0.5614,511.389
2131.2,0.032,0.2235,0.4659,974.4916
2131.4,0.3065,0.1808,0.4281,511.2555
2131.6,0.0841,0.2302,0.4451,855.9507
2131.8,0.3028,0.1301,0.6894,84.9674
2132.0,0.4862,0.1988,0.6105,1585.5543
2132.2,0.6669,0.1546,0.7036,1249.1268
2132.4,0.0829,0.2428,0.3911,793.6434
2132.6,0.2962,0.1627,0.2933,154.4373
2132.8,0.5093,0.1535,0.5763,480.3365
2133.0,0.3824,0.1751,0.5381,167.8061
2133.2,0.4744,0.1494,0.4769,179.4276
2133.4,0.5066,0.1561,0.2507,818.1596
2133.6,0.3882,0.1734,0.67,230.6741
2133.8,0.6307,0.1122,0.1226,59.0388
2134.0,0.8143,0.1268,0.6661,43.1939
2134.2,0.2899,0.1944,0.6322,1092.6831
2134.4,0.589,0.1282,0.6493,31.7423
2134.6,0.7662,0.0924,0.5632,25.1876
2134.8,0.6671,0.134,0.2152,52.3734
2135.0,0.3466,0.1574,0.3061,195.8442
2135.2,0.4008,0.1725,0.4156,1337.7602
2135.4,0.1901,0.179,0.8156,581.1168
2135.6,0.3645,0.2018,0.6724,985.4662
2135.8,0.3691,0.1575,0.5195,301.3853
2136.0,0.5186,0.1337,0.4643,125.04
2136.2,0.2796,0.1836,0.5563,1224.8806
2136.4,0.4608,0.1272,0.6859,181.3456
2136.6,0.4812,0.1392,0.5992,60.1939
2136.8,0.3801,0.1367,0.3465,270.9405
2137.0,0.5758,0.1482,0.7658,223.6324
2137.2,0.3822,0.1881,0.6068,782.9222
2137.4,0.4988,0.1456,0.4757,44.0567
2137.6,0.2551,0.2114,0.5782,1089.2188
2137.8,0.3332,0.159,0.7284,232.5082
2138.0,0.594,0.1323,0.6147,75.7186
2138.2,0.1993,0.2116,0.5914,2295.8087
2138.4,0.5629,0.16,0.7758,85.0191
2138.6,0.4009,0.1762,0.4459,3331.4641
2138.8,0.1452,0.223,0.3772,693.5082
2139.0,0.3833,0.1684,0.4765,458.7515
2139.2,0.5601,0.1521,0.6798,245.3422
2139.4,0.796,0.1013,0.7174,116.4372
2139.6,0.7298,0.1622,0.5736,886.198
2139.8,0.3104,0.17,0.4192,256.8682
2140.0,0.5699,0.1405,0.8251,173.3649
2140.2,0.3828,0.1737,0.3706,285.5968
2140.4,0.3583,0.186,0.4711,277.0329
2140.6,0.6009,0.1538,0.4471,227.0217
2140.8,0.4841,0.1019,0.7327,51.8658
2141.0,0.4846,0.1914,0.5111,630.5958
2141.2,0.1984,0.226,0.7706,1254.9322
2141.4,0.3051,0.2048,0.6524,1146.6944
2141.6,0.3149,0.1814,0.4021,814.5217
2141.8,0.5269,0.1754,0.4966,175.005
2142.0,0.5598,0.1514,0.4736,317.1538
2142.2,0.7103,0.1312,0.7693,349.3124
2142.4,0.3088,0.1932,0.6639,272.6789
2142.6,0.7139,0.1366,0.3217,153.4814
2142.8,0.411,0.1862,0.6185,743.2619
2143.0,0.4619,0.116,0.5584,133.972
2143.2,0.4325,0.1611,0.3585,504.2243
2143.4,0.488,0.1312,0.4378,272.4423
2143.6,0.5546,0.1654,0.5157,335.5439
2143.8,0.6056,0.1218,0.2335,45.9773
2144.0,0.4133,0.1598,0.5835,204.1608
2144.2,0.4633,0.1776,0.556,1158.3028
2144.4,0.3133,0.2048,0.4942,494.0439
2144.6,0.5517,0.1648,0.5537,430.2368
2144.8,0.4899,0.1704,0.5122,628.4369
2145.0,0.3334,0.1522,0.3847,323.9986
2145.2,0.2635,0.1649,0.4522,571.9326
2145.4,0.4741,0.1306,0.4454,114.2297
2145.6,0.646,0.1136,0.6633,68.0623
2145.8,0.6879,0.1324,0.4015,429.6111
2146.0,0.256,0.2063,0.4488,3694.9759
2146.2,0.5902,0.1621,0.5534,757.8079
2146.4,0.5696,0.1078,0.3425,90.8037
2146.6,0.6577,0.1325,0.4929,82.5341
2146.8,0.5213,0.1457,0.5594,194.7258
2147.0,0.1871,0.2868,0.2429,15000.0
2147.2,0.3101,0.2685,0.3389,15000.0
2147.4,0.239,0.3168,0.4827,15000.0
2147.6,0.2584,0.2713,0.3153,15000.0
2147.8,0.1967,0.3398,0.2326,15000.0
2148.0,0.9131,0.2147,0.3423,15000.0
2148.2,0.3312,0.2444,0.3298,15000.0
2148.4,0.1936,0.3088,0.5144,15000.0
2148.6,0.2968,0.2614,0.4873,15000.0
2148.8,0.1662,0.2976,0.2737,15000.0
2149.0,0.3622,0.2313,0.3313,15000.0
2149.2,0.1465,0.2961,0.1236,15000.0
2149.4,0.1929,0.3462,0.4025,15000.0
2149.6,0.2016,0.2735,0.3496,15000.0
2149.8,0.0492,0.3288,0.3802,15000.0
2150.0,0.241,0.2858,0.4267,15000.0
2150.2,0.2827,0.2661,0.5455,15000.0
2150.4,0.242,0.3076,0.2954,15000.0
2150.6,0.4317,0.2437,0.3742,15000.0
2150.8,0.1109,0.3035,0.5318,15000.0
2151.0,0.0275,0.3223,0.3154,15000.0
2151.2,0.0809,0.3335,0.321,15000.0
2151.4,0.2084,0.2809,0.6696,15000.0
2151.6,0.3199,0.316,0.3334,15000.0
2151.8,0.2175,0.2513,0.5729,15000.0
2152.0,0.1507,0.2859,0.2838,15000.0
2152.2,0.3497,0.2908,0.2944,15000.0
2152.4,0.1884,0.2805,0.1123,15000.0
2152.6,0.0626,0.3154,0.4124,15000.0
2152.8,0.2999,0.2547,0.4494,15000.0
2153.0,0.2645,0.2512,0.3754,15000.0
2153.2,0.7798,0.1869,0.4455,10629.4864
2153.4,0.3622,0.2791,0.4586,15000.0
2153.6,0.1896,0.2795,0.1756,15000.0
2153.8,0.228,0.2837,0.3601,15000.0
2154.0,0.1024,0.2955,0.5461,15000.0
2154.2,0.1296,0.3148,0.3053,15000.0
2154.4,0.1526,0.2655,0.1939,15000.0
2154.6,0.2693,0.2766,0.4844,15000.0
2154.8,0.1324,0.2938,0.3655,15000.0
2155.0,0.1903,0.2733,0.3526,15000.0
2155.2,0.1777,0.3178,0.2892,15000.0
2155.4,0.1947,0.2561,0.4732,15000.0
2155.6,0.1236,0.3094,0.2754,15000.0
2155.8,0.1793,0.3023,0.5178,15000.0
2156.0,0.0847,0.3005,0.3552,15000.0
2156.2,0.873,0.2212,0.4983,15000.0
2156.4,0.1972,0.299,0.4531,15000.0
2156.6,0.2073,0.2744,0.2137,15000.0
2156.8,0.8215,0.2028,0.4414,10352.2698
2157.0,0.3809,0.2515,0.3324,15000.0
2157.2,0.0341,0.3084,0.4206,15000.0
2157.4,0.1629,0.3184,0.3306,15000.0
2157.6,0.1087,0.3154,0.1131,15000.0
2157.8,0.2312,0.3064,0.4375,15000.0
2158.0,0.2708,0.2289,0.1058,15000.0
2158.2,0.0787,0.3165,0.3556,15000.0
2158.4,0.2318,0.3153,0.5665,15000.0
2158.6,0.2865,0.2538,0.5318,15000.0
2158.8,0.2425,0.2867,0.3988,15000.0
2159.0,0.1662,0.291,0.2874,15000.0
2159.2,0.2676,0.2937,0.3402,15000.0
2159.4,0.1745,0.2833,0.478,15000.0
2159.6,0.2906,0.2916,0.2539,15000.0
2159.8,0.2353,0.2788,0.4039,15000.0
2160.0,0.1812,0.3476,0.2241,15000.0
2160.2,0.0742,0.3176,0.3044,15000.0
2160.4,0.2017,0.3358,0.2743,15000.0
2160.6,0.0928,0.3204,0.3868,15000.0
2160.8,0.0913,0.3001,0.411,15000.0
2161.0,0.1652,0.2967,0.605,15000.0
2161.2,0.1924,0.2992,0.3272,15000.0
2161.4,0.7871,0.1504,0.4437,6546.9857
2161.6,0.872,0.202,0.5254,15000.0
2161.8,0.1762,0.2975,0.3432,15000.0
2162.0,0.14,0.3108,0.3526,15000.0
2162.2,0.1743,0.3068,0.4156,15000.0
2162.4,0.2645,0.2541,0.2824,15000.0
2162.6,0.1612,0.2982,0.37,15000.0
2162.8,0.2581,0.2811,0.2554,15000.0
2163.0,0.192,0.2666,0.3203,15000.0
