depth,vsh,phit,sw,perm
2117.4,0.5212,0.1161,0.5511,275.0209
2117.6,0.3201,0.1366,0.6224,404.5698
2117.8,0.3243,0.1925,0.657,539.5421
2118.0,0.3944,0.1854,0.619,301.9437
2118.2,0.3682,0.1785,0.2777,254.4289
2118.4,0.4044,0.1704,0.5847,285.7581
2118.6,0.5289,0.1361,0.4613,333.6568
2118.8,0.7336,0.1525,0.4713,285.0166
2119.0,0.3614,0.1366,0.6282,197.1249
2119.2,0.3017,0.1708,0.8006,620.8448
2119.4,0.4514,0.1636,0.514,146.3059
2119.6,0.3223,0.1774,0.8392,261.0136
2119.8,0.2047,0.1929,0.3725,936.0215
2120.0,0.6096,0.1291,0.7473,65.4687
2120.2,0.4621,0.1698,0.6109,120.2173
2120.4,0.4768,0.1328,0.5924,58.6572
2120.6,0.1609,0.1959,0.7434,1468.3895
2120.8,0.3623,0.1808,0.4464,361.0534
2121.0,0.2376,0.182,0.7331,564.3653
2121.2,0.4469,0.1611,0.5186,132.8785
2121.4,0.4701,0.1623,0.453,363.7716
2121.6,0.47,0.1227,0.3661,77.9798
2121.8,0.35,0.1405,0.7959,208.6285
2122.0,0.3221,0.1802,0.7134,330.0991
2122.2,0.421,0.1523,0.4816,300.872
2122.4,0.5036,0.1426,0.639,112.9132
2122.6,0.3631,0.1834,0.5599,475.6487
2122.8,0.3094,0.1594,0.4975,214.3397
2123.0,0.3158,0.1301,0.7069,117.0785
2123.2,0.3512,0.2068,0.4377,1161.5799
2123.4,0.3821,0.1938,0.208,474.9423
2123.6,0.2853,0.2063,0.5707,870.0878
2123.8,0.3832,0.147,0.5655,208.9392
2124.0,0.6354,0.1346,0.4714,185.0206
2124.2,0.4058,0.1411,0.424,147.8865
2124.4,0.2642,0.1839,0.3068,276.0861
2124.6,0.1112,0.1984,0.4805,805.8082
2124.8,0.7255,0.1027,0.4419,85.752
2125.0,0.6209,0.1481,0.6997,75.3957
2125.2,0.4927,0.1498,0.6318,79.6233
2125.4,0.6244,0.172,0.4727,232.1274
2125.6,0.5291,0.1519,0.6319,183.9634
2125.8,0.4386,0.1111,0.5537,14.9489
2126.0,0.264,0.1489,0.5143,287.8627
2126.2,0.7363,0.1647,0.5401,264.1814
2126.4,0.3844,0.1621,0.8151,54.8962
2126.6,0.3926,0.173,0.6417,174.4646
2126.8,0.4556,0.1601,0.5054,214.0228
2127.0,0.4582,0.1878,0.6732,166.8697
2127.2,0.5362,0.1111,0.6985,133.0851
2127.4,0.5189,0.1781,0.582,493.2561
2127.6,0.3635,0.1972,0.4861,1175.4628
2127.8,0.4539,0.1602,0.491,129.9635
2128.0,0.5315,0.1581,0.3897,331.715
2128.2,0.3507,0.1663,0.5748,198.3137
2128.4,0.667,0.0983,0.4835,41.8094
2128.6,0.447,0.1726,0.4797,475.4771
2128.8,0.6898,0.1339,0.6543,121.776
2129.0,0.2412,0.1935,0.7899,1160.5492
2129.2,0.5482,0.1573,0.6075,268.6173
2129.4,0.3164,0.1661,0.532,226.3466
2129.6,0.3548,0.203,0.5302,1545.9613
2129.8,0.5857,0.1428,0.7278,339.043
2130.0,0.4157,0.176,0.602,434.2859
2130.2,0.8396,0.1037,0.6018,139.8225
2130.4,0.5277,0.1713,0.5854,305.8704
2130.6,0.3456,0.1765,0.3294,379.3971
2130.8,0.528,0.1486,0.6134,192.5664
2131.0,0.4144,0.1894,0.4072,542.4821
2131.2,0.5748,0.1097,0.6295,52.8266
2131.4,0.4056,0.1609,0.4396,164.404
2131.6,0.511,0.1403,0.6468,76.7896
2131.8,0.4798,0.1641,0.5256,318.4285
2132.0,0.4618,0.1654,0.3763,698.0074
2132.2,0.6063,0.1397,0.5147,263.6925
2132.4,0.1795,0.182,0.8723,632.0009
2132.6,0.4646,0.1582,0.21,592.9454
2132.8,0.3448,0.181,0.5668,475.5341
2133.0,0.2477,0.1837,0.3892,255.9595
2133.2,0.3243,0.1993,0.741,612.6895
2133.4,0.357,0.1851,0.6626,504.8226
2133.6,0.4147,0.1656,0.5759,215.7531
2133.8,0.5006,0.107,0.7091,92.6885
2134.0,0.5313,0.1455,0.5927,336.2164
2134.2,0.3886,0.1813,0.5426,143.2124
2134.4,0.6877,0.1236,0.475,87.0982
2134.6,0.3943,0.174,0.4905,52.1522
2134.8,0.158,0.1946,0.4668,643.1431
2135.0,0.3983,0.1721,0.547,342.0171
2135.2,0.4571,0.1877,0.2554,1927.9674
2135.4,0.0,0.2357,0.6744,5911.475
2135.6,0.6311,0.1108,0.862,128.5591
2135.8,0.4351,0.1294,0.4976,58.196
2136.0,0.2771,0.1923,0.7136,317.6661
2136.2,0.306,0.203,0.5129,404.3853
2136.4,0.5643,0.1123,0.479,202.1359
2136.6,0.5826,0.1389,0.5014,78.2878
2136.8,0.3527,0.2209,0.5387,1084.5465
2137.0,0.2467,0.1821,0.4332,259.9044
2137.2,0.4696,0.2085,0.6218,421.5575
2137.4,0.4972,0.1379,0.4812,179.7285
2137.6,0.5348,0.1365,0.3987,152.6295
2137.8,0.3655,0.1577,0.5482,53.079
2138.0,0.4317,0.1374,0.4552,57.3621
2138.2,0.453,0.1264,0.5146,123.8958
2138.4,0.595,0.137,0.5513,132.6549
2138.6,0.6494,0.1372,0.3584,106.1318
2138.8,0.6901,0.1146,0.7872,113.9075
2139.0,0.6454,0.1253,0.686,37.1987
2139.2,0.722,0.1536,0.4583,146.1781
2139.4,0.602,0.16,0.5474,375.9261
2139.6,0.3616,0.1671,0.6428,204.3428
2139.8,0.68,0.1388,0.59,181.8748
2140.0,0.2435,0.1551,0.8342,104.1422
2140.2,0.8047,0.1192,0.5308,48.1902
2140.4,0.3037,0.1787,0.7211,128.6111
2140.6,0.5831,0.1355,0.3598,32.3115
2140.8,0.6666,0.1327,0.3841,88.9479
2141.0,0.5189,0.1489,0.8073,264.337
2141.2,0.1424,0.1749,0.4795,366.9868
2141.4,0.3078,0.213,0.3539,2533.1592
2141.6,0.5035,0.1726,0.5381,283.6465
2141.8,0.5453,0.1403,0.7477,35.2423
2142.0,0.4232,0.1289,0.4481,141.3849
2142.2,0.4612,0.11,0.564,31.367
2142.4,0.2297,0.2298,0.2442,1972.8961
2142.6,0.7162,0.122,0.4951,18.9798
2142.8,0.3933,0.1833,0.6905,414.5702
2143.0,0.5683,0.126,0.4462,167.0719
2143.2,0.6605,0.1267,0.3728,156.3466
2143.4,0.2767,0.1783,0.4265,367.1942
2143.6,0.4692,0.1629,0.4576,275.0013
2143.8,0.4917,0.1569,0.6662,171.2228
2144.0,0.4113,0.1473,0.6123,150.5495
2144.2,0.5891,0.1236,0.6507,148.2681
2144.4,0.3499,0.1722,0.5496,219.3813
2144.6,0.4582,0.1244,0.4715,62.7383
2144.8,0.3944,0.1515,0.4372,69.8106
2145.0,0.7988,0.1115,0.6345,107.564
2145.2,0.3506,0.1817,0.7799,383.8156
2145.4,0.5617,0.1759,0.4028,170.6643
2145.6,0.7195,0.1155,0.4153,135.7286
2145.8,0.3122,0.1795,0.3721,420.4921
2146.0,0.4643,0.1214,0.6904,52.1606
2146.2,0.302,0.1868,0.5332,984.829
2146.4,0.1481,0.1823,0.6246,370.2037
2146.6,0.3322,0.17,0.4701,112.8709
2146.8,0.3644,0.1814,0.6344,887.4244
2147.0,0.3734,0.1811,0.4987,253.7954
2147.2,0.4051,0.1375,0.3275,1094.4752
2147.4,0.4509,0.1765,0.6821,293.8734
2147.6,0.2705,0.1835,0.5354,120.5705
2147.8,0.5027,0.179,0.4961,1437.976
2148.0,0.632,0.1658,0.5901,286.0706
2148.2,0.6496,0.1664,0.3311,360.5421
2148.4,0.411,0.1373,0.6239,175.9416
2148.6,0.5841,0.1509,0.4645,77.0635
2148.8,0.3478,0.1425,0.5338,35.003
2149.0,0.3985,0.1934,0.7078,2460.0482
2149.2,0.5098,0.1816,0.6379,156.2053
2149.4,0.3998,0.1868,0.5131,1646.4839
2149.6,0.2604,0.1771,0.5282,585.1087
2149.8,0.575,0.155,0.1682,248.9427
2150.0,0.3257,0.166,0.4246,216.1691
2150.2,0.372,0.1712,0.5708,1699.9422
2150.4,0.6087,0.1378,0.4445,85.0233
2150.6,0.5306,0.11,0.3713,40.2031
2150.8,0.4764,0.1409,0.6299,238.0827
2151.0,0.2296,0.2351,0.7162,1268.251
2151.2,0.2755,0.1819,0.4333,230.749
2151.4,0.5096,0.1559,0.6831,217.6969
2151.6,0.5445,0.148,0.6638,292.2599
2151.8,0.488,0.1474,0.4088,655.392
2152.0,0.3789,0.1707,0.4368,1437.3385
2152.2,0.374,0.1625,0.8197,78.8472
2152.4,0.4824,0.1107,0.4024,133.3336
2152.6,0.2622,0.2011,0.4424,400.2247
2152.8,0.4638,0.191,0.8327,313.6536
2153.0,0.2417,0.1648,0.463,199.6005
2153.2,0.2921,0.1732,0.7479,240.7183
2153.4,0.4767,0.1871,0.3861,255.983
2153.6,0.5375,0.1336,0.5815,24.5571
2153.8,0.5013,0.1616,0.7125,720.2438
2154.0,0.2828,0.2692,0.4364,9650.0966
2154.2,0.1693,0.2103,0.5451,1007.2923
2154.4,0.4488,0.1621,0.661,138.0529
2154.6,0.1651,0.2158,0.3926,2788.0032
2154.8,0.5917,0.1574,0.8873,226.3739
2155.0,0.2878,0.1688,0.7024,217.4211
2155.2,0.7851,0.0816,0.528,9.3547
2155.4,0.3057,0.1915,0.5024,879.9654
2155.6,0.5194,0.1663,0.8345,239.9436
2155.8,0.3395,0.1692,0.4933,392.5273
2156.0,0.4248,0.1968,0.4647,789.4185
2156.2,0.4776,0.1859,0.7118,804.7372
2156.4,0.579,0.1591,0.3405,287.5193
2156.6,0.6029,0.1348,0.5486,102.6672
2156.8,0.5591,0.1044,0.5851,80.1314
2157.0,0.6056,0.1366,0.4541,256.4116
2157.2,0.3576,0.1361,0.325,381.6781
2157.4,0.5473,0.1006,0.5844,22.7026
2157.6,0.3989,0.1803,0.6453,959.5589
2157.8,0.5979,0.1645,0.4466,96.1116
2158.0,0.4673,0.1193,0.3895,166.2997
2158.2,0.543,0.1432,0.7454,106.1835
2158.4,0.4937,0.1545,0.6317,390.1217
2158.6,0.5641,0.1397,0.5041,406.5817
2158.8,0.3289,0.149,0.6928,219.8105
2159.0,0.2142,0.2183,0.5632,1276.2408
2159.2,0.5983,0.114,0.837,68.9427
2159.4,0.6517,0.095,0.6759,31.5244
2159.6,0.4326,0.1354,0.3516,289.8633
2159.8,0.5717,0.1542,0.4538,207.8121
2160.0,0.2056,0.1875,0.4476,125.2047
2160.2,0.3568,0.1575,0.5977,452.1349
2160.4,0.4623,0.1695,0.5009,607.9329
2160.6,0.1897,0.2016,0.3645,855.5906
2160.8,0.2206,0.1447,0.6447,100.0883
2161.0,0.4737,0.1678,0.6971,146.4951
2161.2,0.3591,0.1962,0.5203,415.9104
2161.4,0.398,0.165,0.5797,346.4582
2161.6,0.3891,0.1639,0.4035,82.091
2161.8,0.2575,0.2239,0.4463,2060.7864
2162.0,0.4174,0.1507,0.4817,213.9418
2162.2,0.4479,0.1576,0.635,598.2454
2162.4,0.3626,0.1788,0.5811,716.9043
2162.6,0.3748,0.1715,0.4962,219.3103
2162.8,0.4194,0.1592,0.4952,79.9923
2163.0,0.573,0.1462,0.2606,101.7351
2163.2,0.4358,0.1938,0.7776,1740.0508
2163.4,0.1611,0.2149,0.2155,1469.0691
2163.6,0.2709,0.1827,0.6044,744.9542
2163.8,0.5898,0.1249,0.5699,64.5208
2164.0,0.3472,0.1596,0.5106,363.1514
2164.2,0.4367,0.1814,0.5405,166.0457
2164.4,0.7387,0.0906,0.4785,73.792
2164.6,0.5448,0.1962,0.6337,321.5275
2164.8,0.1278,0.2025,0.3362,217.6154
2165.0,0.6667,0.1044,0.6216,270.2327
2165.2,0.4724,0.1613,0.4481,299.0777
2165.4,0.5054,0.1373,0.4953,151.1636
2165.6,0.4956,0.1462,0.4958,49.3612
2165.8,0.587,0.1123,0.5445,108.2354
2166.0,0.438,0.1574,0.6266,451.5312
2166.2,0.2278,0.1475,0.5499,162.1807
2166.4,0.4985,0.1422,0.6973,297.3957
2166.6,0.2427,0.1714,0.7024,809.3173
2166.8,0.7225,0.1146,0.6147,107.8299
2167.0,0.3957,0.1525,0.6556,47.8597
2167.2,0.4422,0.1623,0.8531,126.5208
2167.4,0.3486,0.1917,0.3255,2027.7468
2167.6,0.5009,0.1611,0.7112,286.9962
2167.8,0.5182,0.1776,0.7749,454.0773
2168.0,0.3482,0.1641,0.6137,165.6975
2168.2,0.518,0.1581,0.8366,160.7834
2168.4,0.4602,0.1665,0.8137,718.2749
2168.6,0.4356,0.1855,0.4895,1499.3965
2168.8,0.3373,0.1609,0.5108,467.3273
2169.0,0.7972,0.1306,0.6416,170.6446
2169.2,0.6274,0.12,0.4726,134.4005
2169.4,0.5593,0.1348,0.967,124.8096
2169.6,0.619,0.1311,0.6801,51.567
2169.8,0.495,0.1637,0.5557,109.3362
2170.0,0.3976,0.1458,0.3444,440.3008
2170.2,0.0535,0.194,0.5744,657.4732
2170.4,0.2672,0.1718,0.3677,507.1505
2170.6,0.7748,0.1187,0.6807,97.1949
2170.8,0.624,0.1189,0.1913,101.2241
2171.0,0.4803,0.1619,0.757,351.5332
2171.2,0.2134,0.1847,0.4767,842.0999
2171.4,0.5452,0.1612,0.296,159.9589
2171.6,0.4083,0.1674,0.5448,729.6114
2171.8,0.5547,0.1818,0.544,288.7736
2172.0,0.2832,0.185,0.5306,619.877
2172.2,0.3765,0.1459,0.7628,78.7592
2172.4,0.5828,0.1388,0.6158,130.5701
2172.6,0.7392,0.1229,0.6845,59.7415
2172.8,0.3512,0.1555,0.5147,235.9544
2173.0,0.3001,0.2107,0.594,1775.9545
2173.2,0.6034,0.1341,0.3643,135.7041
2173.4,0.261,0.1727,0.5839,1445.752
2173.6,0.2718,0.1878,0.4254,981.3429
2173.8,0.4899,0.1372,0.7573,119.6707
2174.0,0.7629,0.1386,0.5701,137.3196
2174.2,0.3227,0.1927,0.6366,843.1115
2174.4,0.3945,0.1705,0.5854,572.4018
2174.6,0.4667,0.1702,0.8171,148.7686
2174.8,0.3791,0.16,0.3162,407.9367
2175.0,0.185,0.1655,0.531,133.0208
2175.2,0.5703,0.1382,0.4149,209.153
2175.4,0.4779,0.1469,0.248,391.3764
2175.6,0.505,0.1126,0.4154,87.3341
2175.8,0.4287,0.1422,0.7331,32.3043
2176.0,0.677,0.106,0.5673,17.2852
2176.2,0.3743,0.1495,0.5215,290.3907
2176.4,0.2884,0.2086,0.6468,184.9154
2176.6,0.6996,0.1379,0.5764,217.6365
2176.8,0.1202,0.2234,0.6169,2996.6309
2177.0,0.4269,0.1738,0.5931,844.495
2177.2,0.4387,0.1838,0.6221,429.1613
2177.4,0.4328,0.1634,0.4814,391.2299
2177.6,0.2173,0.2216,0.6827,1668.0025
2177.8,0.2722,0.1594,0.3686,93.6231
2178.0,0.5937,0.1403,0.5452,255.1701
2178.2,0.6578,0.1127,0.7337,185.8718
2178.4,0.3874,0.1937,0.5137,1074.4382
2178.6,0.3104,0.1874,0.4746,396.4933
2178.8,0.1823,0.2197,0.8696,2280.647
2179.0,0.5911,0.1139,0.7815,180.3757
2179.2,0.5999,0.1288,0.584,248.2962
2179.4,0.0284,0.1806,0.3964,943.9689
2179.6,0.0864,0.2158,0.2226,409.5152
2179.8,0.4705,0.1493,0.6608,257.8719
2180.0,0.4899,0.1704,0.7359,548.2642
2180.2,0.3784,0.1707,0.6053,724.1159
2180.4,0.4451,0.1186,0.3102,119.804
2180.6,0.4129,0.1323,0.5854,357.3046
2180.8,0.454,0.1617,0.4765,78.0453
2181.0,0.3149,0.1878,0.5634,832.7878
2181.2,0.4482,0.1165,0.8591,110.129
2181.4,0.3488,0.1723,0.6637,688.9854
2181.6,0.3363,0.1553,0.6385,669.411
2181.8,0.17,0.1754,0.5373,217.6897
2182.0,0.4237,0.151,0.616,581.1222
2182.2,0.5704,0.1472,0.4469,323.9865
2182.4,0.4012,0.1529,0.6363,190.0372
2182.6,0.397,0.1279,0.5341,57.7929
2182.8,0.6384,0.138,0.4357,164.2431
2183.0,0.6037,0.1333,0.6832,153.1793
2183.2,0.7102,0.1075,0.2365,78.0245
2183.4,0.7886,0.1098,0.4886,42.5552
2183.6,0.4589,0.1525,0.6453,325.3736
2183.8,0.2764,0.1844,0.7242,389.9816
2184.0,0.3718,0.166,0.6186,718.6238
2184.2,0.536,0.1526,0.4524,697.9349
2184.4,0.666,0.1311,0.5542,67.5438
2184.6,0.2927,0.1978,0.5788,778.2218
2184.8,0.4883,0.1872,0.7734,1092.7785
2185.0,0.3311,0.176,0.6819,495.1258
2185.2,0.428,0.1511,0.693,80.7422
2185.4,0.4258,0.1351,0.57,239.9921
2185.6,0.5072,0.166,0.3872,204.1842
2185.8,0.7548,0.1023,0.3624,61.3566
2186.0,0.5213,0.1981,0.4898,379.7669
2186.2,0.3855,0.2247,0.6293,2720.8773
2186.4,0.3608,0.1681,0.4717,246.0944
2186.6,0.4214,0.1311,0.6476,220.3292
2186.8,0.3192,0.1909,0.4187,533.0368
2187.0,0.4709,0.1998,0.4383,566.7075
2187.2,0.0883,0.1821,0.7526,643.9232
2187.4,0.4183,0.2027,0.6482,407.9435
2187.6,0.4302,0.1262,0.5178,358.3229
2187.8,0.2759,0.1545,0.4279,256.8314
2188.0,0.3927,0.1743,0.6868,264.4054
2188.2,0.618,0.1588,0.6822,192.8928
2188.4,0.6288,0.1357,0.6559,135.9238
2188.6,0.37,0.1801,0.5155,913.025
2188.8,0.5285,0.1723,0.3811,199.3075
2189.0,0.2252,0.2147,0.5261,923.5354
2189.2,0.4056,0.154,0.7638,215.4578
2189.4,0.4846,0.1388,0.4224,424.4953
2189.6,0.679,0.1514,0.5608,414.0029
2189.8,0.6289,0.1461,0.8012,536.8497
2190.0,0.4813,0.1682,0.5013,337.4154
2190.2,0.3133,0.1654,0.5289,822.091
2190.4,0.6538,0.1465,0.3531,434.2434
2190.6,0.399,0.1454,0.6495,284.7111
2190.8,0.5173,0.1567,0.4405,410.2764
2191.0,0.4316,0.1653,0.3149,201.7277
2191.2,0.7488,0.1235,0.4218,339.4825
2191.4,0.3585,0.1883,0.5702,485.3887
2191.6,0.5874,0.1221,0.3284,135.6936
2191.8,0.437,0.1758,0.336,650.4314
2192.0,0.5354,0.1497,0.6382,76.8306
2192.2,0.693,0.1127,0.5583,68.7042
2192.4,0.1493,0.1739,0.4076,443.8769
2192.6,0.4402,0.1997,0.4862,727.7854
2192.8,0.3159,0.1769,0.8042,408.4993
2193.0,0.5169,0.1447,0.7486,482.9557
2193.2,0.5537,0.124,0.5485,54.9941
2193.4,0.3794,0.1917,0.66,262.806
2193.6,0.3717,0.1912,0.5559,414.9086
2193.8,0.4806,0.1729,0.2789,628.7668
2194.0,0.259,0.1846,0.2474,928.044
2194.2,0.5,0.169,0.4102,513.0169
2194.4,0.3273,0.1603,0.3138,498.0971
2194.6,0.56,0.1504,0.5948,240.9486
2194.8,0.2523,0.1856,0.4575,373.1527
2195.0,0.3649,0.1772,0.6072,220.053
2195.2,0.3373,0.1392,0.6247,61.9265
2195.4,0.4053,0.2039,0.6362,756.1643
2195.6,0.6565,0.1657,0.4084,531.046
2195.8,0.5769,0.1208,0.6433,105.0179
2196.0,0.378,0.1816,0.3983,485.9861
2196.2,0.3779,0.1404,0.6648,73.772
2196.4,0.5828,0.1447,0.7397,1025.079
2196.6,0.2754,0.1397,0.6668,84.9462
2196.8,0.4534,0.1543,0.526,244.3129
2197.0,0.3591,0.1628,0.6341,568.8169
2197.2,0.4242,0.1871,0.3094,573.206
2197.4,0.5714,0.1779,0.2793,247.3482
2197.6,0.3496,0.2077,0.6012,1716.5219
2197.8,0.5961,0.1645,0.7446,117.9934
2198.0,0.7799,0.1187,0.382,279.8806
2198.2,0.5406,0.1564,0.554,289.4337
2198.4,0.4374,0.1699,0.6121,290.5232
2198.6,0.6236,0.1141,0.4764,27.8018
2198.8,0.2837,0.2055,0.4811,416.9562
2199.0,0.6782,0.1443,0.6485,164.3535
2199.2,0.337,0.1902,0.5544,2242.4021
2199.4,0.7752,0.072,0.6023,27.1895
2199.6,0.3424,0.1839,0.3934,646.1978
2199.8,0.5493,0.1676,0.5425,423.8045
2200.0,0.2161,0.1912,0.4781,3186.465
2200.2,0.418,0.1548,0.5007,167.9862
2200.4,0.288,0.1547,0.4711,670.4969
2200.6,0.2338,0.1605,0.546,202.2717
2200.8,0.6308,0.1398,0.4281,92.6242
2201.0,0.2659,0.1802,0.544,435.1538
2201.2,0.3397,0.1702,0.4914,328.6883
2201.4,0.3223,0.208,0.3912,1462.4735
2201.6,0.6209,0.1129,0.2768,14.3814
2201.8,0.6026,0.1335,0.7029,140.227
2202.0,0.6405,0.1693,0.6585,225.0816
2202.2,0.332,0.1699,0.4255,209.8822
2202.4,0.6524,0.1352,0.6624,54.164
2202.6,0.3308,0.1728,0.3914,291.4908
2202.8,0.3368,0.1897,0.4923,417.7534
2203.0,0.3452,0.1333,0.4814,93.7602
2203.2,0.3507,0.1696,0.5047,110.7077
2203.4,0.4364,0.1635,0.6458,309.9436
2203.6,0.3242,0.1572,0.4911,141.064
2203.8,0.4847,0.1629,0.4981,92.0806
2204.0,0.0586,0.228,0.6345,1178.8955
2204.2,0.4842,0.1651,0.5574,177.5149
2204.4,0.2865,0.2178,0.4384,1334.9836
2204.6,0.3496,0.1652,0.5843,205.964
2204.8,0.3532,0.1833,0.6898,184.2087
2205.0,0.5915,0.1514,0.712,112.4208
2205.2,0.5257,0.1459,0.3572,54.046
2205.4,0.4252,0.1865,0.3484,1201.3981
2205.6,0.3427,0.1805,0.6919,1136.7761
2205.8,0.5674,0.1211,0.5227,239.1178
2206.0,0.7192,0.1401,0.2282,100.9173
2206.2,0.4458,0.1512,0.4443,504.8178
2206.4,0.2103,0.1858,0.4741,710.5582
2206.6,0.3446,0.1695,0.4995,194.033
2206.8,0.5339,0.1642,0.6633,191.5334
2207.0,0.3836,0.1909,0.3985,549.2259
2207.2,0.3212,0.1744,0.6848,420.421
2207.4,0.3147,0.1741,0.5874,499.3309
2207.6,0.4638,0.1178,0.3741,81.9533
2207.8,0.2199,0.1768,0.4956,328.6419
2208.0,0.4448,0.1424,0.6315,410.9964
2208.2,0.4633,0.1651,0.5541,279.7256
2208.4,0.3826,0.1674,0.6041,286.4188
2208.6,0.2936,0.1631,0.4609,246.4233
2208.8,0.6028,0.1435,0.6401,154.1402
2209.0,0.2501,0.1856,0.4802,208.4031
2209.2,0.4759,0.1064,0.9536,29.8902
2209.4,0.5592,0.1683,0.349,1794.6627
2209.6,0.4739,0.1777,0.9479,137.025
2209.8,0.6347,0.1315,0.419,144.2459
2210.0,0.2797,0.1901,0.7289,766.2153
2210.2,0.3314,0.1698,0.6705,693.2231
2210.4,0.3808,0.1376,0.4227,182.7073
2210.6,0.9436,0.1387,0.6487,539.3667
2210.8,0.5262,0.1655,0.4737,361.7289
2211.0,0.5543,0.1657,0.5892,780.1268
2211.2,0.548,0.142,0.5796,327.8424
2211.4,0.4618,0.1816,0.4892,1384.5346
2211.6,0.6074,0.1124,0.5044,71.8538
2211.8,0.1695,0.1927,0.5883,855.1366
2212.0,0.4915,0.1699,0.4107,268.0358
2212.2,0.5142,0.1396,0.4285,167.089
2212.4,0.6028,0.1586,0.694,293.9248
2212.6,0.2766,0.1896,0.6027,141.7321
2212.8,0.2877,0.1862,0.3438,491.665
